,cluster
44043,6
44050,0
44056,4
44057,4
44084,3
44085,4
44097,3
44116,2
44123,0
44126,2
44141,6
44158,2
44169,5
44189,0
44192,2
44211,0
44293,3
44304,2
44333,3
44337,3
44354,3
44373,4
44374,2
44381,3
44388,2
44430,2
44492,0
44500,2
44504,3
44551,2
44574,5
44575,2
44583,5
44615,0
44626,2
44635,3
44662,2
44688,2
44697,3
44708,0
44721,3
44755,0
44757,3
44763,2
44776,0
44790,2
44800,1
44803,2
44825,1
44836,2
44841,0
44870,0
44874,0
44908,0
44918,5
44993,0
45009,1
45010,2
45013,0
45019,0
45030,0
45037,0
45044,0
45052,2
45063,0
45091,0
45105,0
45106,5
45109,2
45113,2
45127,2
45142,3
45161,2
45187,2
45210,3
45223,2
45247,6
45257,2
45261,3
45274,4
45295,2
45360,5
45385,2
45394,4
45395,0
45402,0
45413,2
45425,2
45432,3
45433,6
45441,6
45458,0
45461,0
45502,3
45506,2
45572,0
45612,6
45623,2
45654,0
45667,0
45741,0
45770,4
45777,0
45783,5
45792,3
45793,0
45800,2
45821,4
45873,1
45889,0
45895,0
45914,1
45980,6
45991,5
46069,1
46075,1
46105,0
46115,5
46123,2
46128,2
46151,3
46233,2
46282,1
46328,2
46341,3
46356,2
46369,3
46377,4
46393,6
46405,5
46435,0
46455,6
46485,2
46487,2
46542,3
46618,3
46633,2
46640,2
46652,3
46678,2
46713,0
46732,2
46759,0
46776,2
46786,0
46794,0
46805,1
46831,3
46835,3
46849,2
46872,5
46906,4
46920,3
46939,1
46943,0
46982,0
46999,1
47069,2
47074,2
47091,3
47097,5
47111,3
47134,2
47164,2
47185,2
47195,0
47197,0
47224,2
47242,0
47246,2
47269,2
47287,0
47294,3
47299,2
47307,0
47348,5
47359,2
47388,0
47411,0
47420,2
47430,5
47433,2
47448,1
47460,2
47479,0
47480,2
47498,5
47550,2
47577,3
47590,0
47593,5
47603,1
47609,2
47647,0
47649,5
47676,0
47685,0
47769,2
47780,0
47807,3
47811,5
47823,5
47828,1
47845,2
47850,0
47873,2
47882,0
47883,0
47923,4
47938,4
47946,2
47950,4
47955,5
47956,0
47971,3
47981,2
47990,2
47995,4
48032,2
48042,0
48069,1
48084,2
48098,1
48116,1
48118,0
48126,0
48174,0
48195,6
48226,5
48230,6
48241,6
48295,2
48316,2
48324,0
48332,2
48354,6
48387,4
48411,0
48452,0
48498,3
48513,3
48556,2
48599,4
48604,2
48615,0
48625,0
48647,2
48649,4
48684,5
48696,4
48746,4
48761,0
48791,2
48826,5
48836,2
48857,0
48859,3
48871,0
48896,3
48919,3
48920,1
48951,0
48958,2
48971,5
48999,3
49068,2
49080,4
49124,2
49155,0
49172,2
49186,0
49187,3
49192,4
49217,0
49223,0
49229,0
49249,0
49253,0
49341,3
49347,0
49349,0
49351,0
49409,2
49410,0
49431,6
49438,1
49447,0
49456,3
49473,4
49495,0
49512,1
49520,2
49570,5
49578,0
49593,5
49596,0
49600,0
49608,5
49651,0
49652,2
49660,5
49665,3
49667,4
49678,0
49698,1
49716,2
49717,0
49718,0
49740,4
49745,3
49754,3
49765,2
49766,2
49779,0
49787,1
49810,2
49839,0
49849,0
49873,2
49879,3
49893,2
49908,3
49913,4
49915,0
49926,2
49958,5
49977,2
49985,2
49995,0
49999,3
50000,2
50020,0
50063,2
50073,2
50097,0
50110,5
50118,2
50121,5
50140,2
50142,0
50143,0
50188,3
50199,0
50236,2
50242,2
50282,0
50289,1
50293,6
50294,2
50332,2
50368,0
50387,3
50418,2
50422,4
50443,3
50445,0
50452,2
50493,0
50518,3
50531,0
50545,2
50546,0
50554,2
50559,0
50568,4
50579,0
50594,4
50628,0
50632,1
50672,2
50678,0
50682,5
