state_code,state,congressional_district,year,male_child,male_teen,male_adult,female_child,female_teen,female_adult,Females under 5 years,Females 5 to 9 years,Females 10 to 14 years,Females 15 to 17 years,Females 18 and 19 years,Females 20 years,Females 21 years,Females 22 to 24 years,Females 25 to 29 years,Females 30 to 34 years,Females 35 to 39 years,Females 40 to 44 years,Females 45 to 49 years,Females 50 to 54 years,Females 55 to 59 years,Females 60 and 61 years,Females 62 to 64 years,Females 65 and 66 years,Females 67 to 69 years,Females 70 to 74 years,Females 75 to 79 years,Females 80 to 84 years,Females 85 years and over,Males under 5 years,Males 5 to 9 years,Males 10 to 14 years,Males 15 to 17 years,Males 18 and 19 years,Males 20 years,Males 21 years,Males 22 to 24 years,Males 25 to 29 years,Males 30 to 34 years,Males 35 to 39 years,Males 40 to 44 years,Males 45 to 49 years,Males 50 to 54 years,Males 55 to 59 years,Males 60 and 61 years,Males 62 to 64 years,Males 65 and 66 years,Males 67 to 69 years,Males 70 to 74 years,Males 75 to 79 years,Males 80 to 84 years,Males 85 years and over
51,Virginia,05,2015,49077.0,38232.0,268389.0,48724.0,36684.0,290487.0,19549,20833,20855,12869,11302,5981,5742,13884,21590,20017,20400,22823,25345,27913,28037,10490,15842,9649,12983,17309,12046,9689,10747,18978,21452,21619,13944,11317,6235,5947,13266,22202,20165,20311,21966,24108,26617,25167,10044,14647,8535,12001,15143,10380,6953,4702
51,Virginia,06,2015,51155.0,41269.0,267367.0,48181.0,41280.0,291389.0,19494,19941,21867,12927,15233,8778,8159,15343,22530,20907,20057,23601,24655,27044,26601,10129,13990,8373,11051,16566,12066,10244,11295,20863,21376,22291,13590,14305,7317,7610,15855,22601,21077,20497,22087,24268,25473,24555,9711,12611,7901,10588,13761,9687,6542,5226
51,Virginia,07,2015,58298.0,42876.0,265962.0,56413.0,40115.0,293000.0,21734,24172,26268,15230,9125,3552,3910,13528,22911,23925,24422,28223,29620,30107,27380,10495,14408,8953,10814,13507,9862,7860,9523,22734,24417,27868,16589,9567,4968,4090,12639,22365,23105,23430,26459,27881,27828,24247,9394,13003,7846,8811,12439,7536,5499,4422
51,Virginia,08,2015,58517.0,29648.0,294503.0,57726.0,27675.0,304669.0,27329,23116,18204,10548,6205,3120,3426,15592,41662,39766,32061,29447,27390,25226,23502,8863,12193,6542,7825,9544,6975,5135,6400,27559,23428,18827,11487,6865,3555,3304,16138,40871,39882,32294,31618,27043,25631,22059,7103,10868,6099,7069,8279,5386,3883,3421
51,Virginia,09,2015,45449.0,37922.0,275299.0,43226.0,35321.0,283847.0,17386,18159,19204,12122,11677,7470,6667,14241,19269,18805,20157,22362,24009,26298,26105,10242,15291,9363,12433,17810,12438,10002,10885,17960,19447,20106,12874,12985,7305,8094,16041,22001,21240,21415,22821,24125,25681,25803,9945,13415,8942,11423,15060,10034,6638,5316
51,Virginia,10,2015,72598.0,47181.0,268579.0,67528.0,45284.0,281506.0,25669,29366,31234,17839,8705,3423,3610,12847,20678,26255,28758,32706,32520,31347,25370,9079,10666,7176,8795,10689,7091,4999,5497,27637,32344,31544,18798,9457,3871,3548,12587,20689,24656,27027,31553,32158,31132,24683,8765,11132,6590,7958,9930,5731,3983,2586
51,Virginia,11,2015,65180.0,40508.0,275351.0,61963.0,38877.0,290075.0,26136,26265,23906,14817,9717,4220,4811,14348,28672,31403,29706,29359,28982,28652,25149,8879,12460,6731,8523,9989,6986,5128,6077,28101,26785,25736,15145,9922,5267,4457,14974,28375,31676,29198,28088,28171,27235,23162,8366,11321,6430,7769,8634,5642,3814,2772
53,Washington,01,2015,56883.0,38173.0,259373.0,54448.0,35404.0,261798.0,22240,22808,23500,13938,7366,3486,3283,11300,21315,24737,24759,25531,26217,27885,24882,9952,12147,7038,9834,10746,7380,5012,6294,23117,24122,24110,15694,8013,4499,3955,11882,22108,25842,25934,27480,26376,26949,23738,9152,12416,7217,8583,9951,5653,4354,3284
53,Washington,02,2015,50404.0,34031.0,261332.0,48696.0,33942.0,268051.0,20441,19929,20816,12457,8996,5000,7111,15704,24534,23776,21033,22087,22584,24534,24365,9215,13414,7919,9862,12218,8396,7205,9094,21345,20661,20997,12238,9195,5753,6222,17465,27268,24780,21604,22468,22868,24769,23153,9029,11940,7212,9272,10600,7314,5016,4599
53,Washington,03,2015,56478.0,37714.0,248585.0,54075.0,36545.0,259494.0,21306,23086,24208,14590,7431,4078,4698,11339,20213,21737,21999,22558,23104,25098,24498,9860,13933,8287,11056,13241,8800,7103,7892,21865,25204,23523,15256,8345,4656,4344,11796,20597,21432,20819,23140,22846,24494,23645,9621,12388,8071,10338,12610,8187,4955,4646
53,Washington,04,2015,70967.0,44315.0,237388.0,67991.0,40913.0,237881.0,28437,28776,26947,15806,8939,5200,4239,13685,22506,22863,22232,19535,20050,21598,21047,7691,11173,6128,8608,10737,7242,6212,7135,29998,29294,29188,16659,10144,5828,4818,13732,23718,23837,21646,21054,20981,21823,21158,7634,10806,6665,7570,10881,6803,4680,3754
53,Washington,05,2015,50685.0,37938.0,253051.0,47549.0,37384.0,258735.0,19532,19560,21143,12567,12132,7144,6242,15275,22945,20583,17473,20796,20845,24126,24611,9225,13084,8608,9358,12559,9369,7914,8578,20759,21336,21476,13209,11844,6373,7190,17167,24881,21809,19670,20017,20660,23489,22912,8760,13103,8042,8555,12053,7572,5535,5263
53,Washington,06,2015,46296.0,32435.0,263916.0,43635.0,30288.0,264201.0,18034,18134,18668,12083,7005,4591,3999,12136,20813,20110,18394,19827,21507,25710,27613,10480,14925,10003,11645,14978,10180,7934,9356,19312,19090,19737,12505,8088,5462,5414,15706,24576,21877,19688,19981,21792,24023,26259,10107,13308,9000,11412,14353,9413,6393,5152
53,Washington,07,2015,41942.0,25857.0,289461.0,38772.0,25004.0,292357.0,17860,15643,13173,8055,9046,4830,5176,18347,36687,33056,26542,25021,21970,22782,23508,9431,13504,7634,8909,11112,7827,6492,9529,19436,16460,15117,8340,8447,4829,5368,18306,38470,35868,29059,26949,24151,23335,22789,8599,12426,6597,8584,9014,5655,4716,4746
53,Washington,08,2015,58686.0,40436.0,250050.0,58783.0,38848.0,258373.0,23265,25333,25464,14746,8824,3933,4137,11774,20645,24056,23010,25616,26927,28580,25308,9353,11269,7134,7819,10240,7425,5083,6064,23311,25324,25129,15708,9651,5115,4271,13469,20465,22078,23532,25239,26132,27560,25234,8681,10756,6667,7701,9892,6279,3530,3449
53,Washington,09,2015,54633.0,33362.0,265507.0,50222.0,32053.0,269292.0,22270,19565,20969,12542,6930,3834,4206,15524,28585,26711,25098,24894,24798,24188,22660,8248,11112,6478,8282,10748,8201,6622,9103,23692,22491,21127,12790,7896,4272,4525,15159,31331,29742,25774,25320,25460,26087,21876,7462,10395,5744,7185,8675,6868,4857,4775
53,Washington,10,2015,58905.0,37825.0,251088.0,54511.0,35032.0,263453.0,24015,21544,22381,13409,8195,4977,4968,15792,26254,25518,23056,22208,22230,23190,23321,9080,12464,6873,9203,11514,8656,6590,7559,25568,23842,23738,14568,9015,5671,5798,16895,27459,25347,22599,22418,21841,23156,20848,7521,12129,6586,7696,9902,6753,4766,3703
54,West Virginia,01,2015,40835.0,31748.0,234644.0,38474.0,29392.0,242773.0,15724,16238,16281,10407,9217,5802,5961,12526,17963,17941,17261,18829,19893,22383,23100,9332,12457,7995,9783,13262,10390,8231,9664,16579,17388,17172,11050,10395,5736,5517,14466,19555,19252,18492,19792,20362,21830,21470,9057,12463,7259,9557,11574,8283,5647,4332
54,West Virginia,02,2015,45081.0,31181.0,231186.0,43638.0,29680.0,244159.0,17392,18628,19045,11548,6705,3818,3154,10773,17691,19015,19181,21114,21662,23915,24386,9126,12940,8164,9835,13752,10034,7909,7690,17998,19168,19788,11854,7455,3934,4065,9886,17489,18977,18349,21183,21888,23465,22668,8854,12982,7470,9545,12357,8719,5139,4216
54,West Virginia,03,2015,42369.0,29130.0,227454.0,40740.0,27146.0,241785.0,17171,16624,17363,10404,6325,4194,3791,10942,16601,18165,18957,19430,19702,22373,24194,9692,13509,8851,10179,12932,11195,8211,8867,17895,17151,18309,11196,6949,3785,3965,11568,17520,18201,18923,19687,19521,20861,22798,9598,12763,7848,9606,12573,8736,5611,3890
55,Wisconsin,01,2015,55336.0,40661.0,258792.0,53316.0,37257.0,269472.0,20674,22968,24187,14683,8062,4484,3715,11955,20649,22336,22254,22793,26220,29854,26316,9066,13935,7618,9484,12359,9527,7626,9281,21610,23569,25394,15928,9497,4244,4042,13256,20810,22352,21918,23684,26219,29139,26264,9462,12232,7116,8768,11254,7702,6004,4326
55,Wisconsin,02,2015,55799.0,38342.0,270125.0,52998.0,36881.0,280066.0,21508,22825,21664,12947,10936,7228,6495,18049,25621,26140,22848,23513,24608,26218,24973,9486,12547,7241,9243,11051,8188,7492,9125,22699,23956,22862,13432,11193,6749,7199,18985,27236,26747,24102,22914,24171,25227,24017,8783,12591,6955,8565,9526,6801,4854,4703
55,Wisconsin,03,2015,52214.0,40490.0,267832.0,49025.0,39573.0,267844.0,19349,21455,20554,12890,14351,7782,7801,16777,19833,20296,18491,19738,22435,25545,25847,9313,12494,7670,9750,13488,10720,9115,10749,20916,22210,22721,13363,13495,7693,7816,17587,22507,22305,20462,20674,23361,26446,25153,9502,13254,7618,9332,12985,9404,6460,5273
55,Wisconsin,04,2015,63977.0,41475.0,239278.0,61469.0,41406.0,268746.0,26807,24819,24608,14758,11884,6516,6440,18470,31813,28249,23552,23159,22482,23293,22573,7832,9809,5987,6848,9549,7850,6403,7921,27644,26392,24853,14737,11827,6515,6202,16816,29079,26076,20832,22286,20927,21957,20273,7209,9820,5319,6201,6556,5107,4167,3936
55,Wisconsin,05,2015,52128.0,37954.0,261708.0,50583.0,36111.0,278900.0,19644,22065,22185,13988,8812,4121,3692,12280,21480,22253,20804,22657,26367,29113,27725,9555,13798,7745,9456,13961,10835,10458,12600,20497,21917,24286,14165,9218,4801,4089,12448,21995,23186,21913,22701,25861,28036,26667,9765,12614,7580,8731,11037,8267,6513,5504
55,Wisconsin,06,2015,51178.0,37686.0,268989.0,48912.0,36156.0,269041.0,19058,21059,21988,13788,9176,4136,4792,12857,18738,20214,20423,20613,24846,28178,26420,9501,13631,7637,10126,14382,11423,8993,12131,20001,22032,22864,14316,9652,4517,4721,14033,21508,22831,20977,23443,26042,28782,27594,9757,13448,8168,9315,12124,9030,6777,5922
55,Wisconsin,07,2015,52507.0,36924.0,268072.0,50320.0,33834.0,268027.0,19701,21840,21948,13506,7160,3240,3093,11013,17599,19773,18809,21229,24318,28834,27228,10331,14448,8124,11745,15507,11826,9708,11202,20533,22738,23092,14695,8374,3803,3519,11546,18631,20811,19924,21727,25214,29351,27774,10728,15137,9041,11359,15031,10697,7414,6365
55,Wisconsin,08,2015,55844.0,39860.0,264206.0,53821.0,36698.0,270269.0,21437,23003,23453,14100,8527,4569,4346,11992,20985,22344,20935,22620,26186,28778,25026,9678,13314,7759,10119,12920,10972,7819,9907,22317,23192,25839,15094,9263,4175,4459,13190,21698,23186,22561,22433,26319,28948,26628,9445,12414,7260,9021,12442,8730,6148,5149
56,Wyoming,00,2015,47128.0,32026.0,216406.0,45629.0,28001.0,210488.0,18996,19519,17785,10383,6947,4497,4090,11405,19350,19465,17022,16402,16702,20958,21000,7795,10497,6184,6946,9880,6938,5560,5797,19649,19198,20703,11500,8105,5054,4849,12727,21459,21008,18573,17553,17580,20337,21523,8199,10849,6434,7565,8710,6149,4442,3395
72,Puerto Rico,98,2015,260655.0,205976.0,1247228.0,245114.0,196832.0,1427266.0,94971,103136,117519,75102,51219,27363,27934,73198,115017,118763,118098,121126,125096,126601,118698,46716,71466,43503,61754,82450,62240,42720,44523,100365,111258,122582,78958,53469,28860,28431,73877,111447,109227,107026,111552,110583,109011,99663,40091,58370,35811,51876,66944,47045,31314,26100
01,Alabama,01,2016,54009.0,37849.0,246492.0,52740.0,36335.0,272171.0,21389,22137,23036,13722,8792,4587,4899,13237,22934,22420,21700,21967,23172,25872,24853,9644,14192,8510,11769,15291,10840,7742,8542,21966,22381,24155,14742,8614,4659,5090,13155,22151,20969,20413,21083,21606,24013,22630,8209,13159,8056,9915,12662,8931,5885,3906
01,Alabama,02,2016,53310.0,35763.0,243306.0,50480.0,34186.0,265966.0,20239,21620,21553,13432,7823,4734,5179,13661,23507,22603,22140,22213,22328,24274,24412,9446,11333,7912,10907,14105,11491,8036,7685,21659,22446,23014,13455,8500,5643,5164,14472,22652,22299,20535,21477,21157,22666,22382,8128,10887,7260,9393,11917,8250,5356,3668
01,Alabama,03,2016,51865.0,38620.0,251159.0,50289.0,36903.0,271714.0,20475,21188,21565,13165,10799,5978,6028,16396,23397,21789,21656,22820,23126,24866,24158,9501,13008,8395,11191,13943,10528,7587,7347,20475,22282,22772,14166,10791,6837,6985,15680,22621,21326,19931,23119,22567,23160,22776,8535,11803,7579,9838,11808,8208,4873,3513
01,Alabama,04,2016,52337.0,35978.0,246549.0,49357.0,33969.0,265415.0,19852,20403,22756,13180,7136,4564,3640,12734,20506,20156,20770,22461,22769,24618,24384,9200,13727,9016,11034,17079,11968,8938,7851,20894,22456,22469,14240,8257,4302,4273,12503,20790,20117,19184,23295,22506,23975,22956,8319,13109,7481,10674,14077,9172,5635,4181
01,Alabama,05,2016,52555.0,37391.0,255021.0,50063.0,36091.0,273673.0,19686,21577,22001,14189,8702,5134,5378,13280,22812,22493,21428,23299,25214,27607,25683,9251,12239,8449,10313,14481,10834,7793,7985,20775,22744,22591,14344,9493,4862,5134,13902,23323,22644,21638,21868,24305,26853,24567,8328,11581,6923,9321,11976,8234,5700,3862
01,Alabama,06,2016,53670.0,37246.0,245717.0,53738.0,35122.0,268875.0,21492,23237,22523,14023,7586,3814,3651,11868,22633,24647,24060,24172,24056,24998,24899,9282,12584,8514,10302,13298,10325,7704,8068,21201,22664,24513,14289,8250,3559,4137,11851,22203,23174,22091,24768,23385,24061,22733,8866,11416,7110,8896,11103,7606,4919,3839
01,Alabama,07,2016,51443.0,39062.0,226845.0,48209.0,38675.0,270994.0,20728,19122,20899,12686,13450,7064,7383,17814,25943,22561,21077,20531,20806,24023,24452,9110,14041,8068,9682,11926,10187,7964,8362,21940,21450,20133,13098,13885,7248,6078,15932,23705,20189,19003,17517,18012,20644,21349,7111,11352,6794,7713,9829,6529,4428,3412
02,Alaska,00,2016,65040.0,42330.0,277925.0,62018.0,37278.0,252263.0,26527,25873,24045,14641,8210,5113,5220,15480,28801,25760,22215,21813,22405,25090,25494,9350,10411,5974,7566,9041,4957,3701,3872,27905,26436,26748,15441,10841,6454,6537,20685,32384,28830,25203,22825,24496,27423,26562,9739,12593,7308,7532,9156,5268,2833,2097
04,Arizona,01,2016,61034.0,43342.0,266504.0,58495.0,42855.0,263754.0,22936,25545,25035,15244,12590,6929,5930,13762,21492,21003,20715,19199,20036,22757,24533,9883,14280,9210,12654,16580,11215,6722,6854,24909,25778,25869,15977,11844,5830,6529,16495,24418,23426,22950,22187,21292,21997,22573,8787,12378,8631,11184,16104,10924,6516,4283
04,Arizona,02,2016,50864.0,33770.0,271420.0,48206.0,32808.0,283725.0,20374,19672,20400,12537,8031,5365,6237,15616,21782,21857,20103,19624,20661,23857,25662,10491,14434,11042,13311,17708,13612,10957,11406,20817,21819,20572,12810,8617,5881,6260,17900,24506,23749,20459,20690,20599,22609,21563,9125,13588,9536,11733,15989,11667,8602,6964
04,Arizona,03,2016,69774.0,50785.0,249440.0,66509.0,49013.0,254150.0,27038,28069,28506,17563,14347,7253,7302,18890,24352,25367,22476,23818,21755,21834,20315,7623,10766,5844,7900,10897,7697,5250,4811,28293,29595,29715,17451,15505,7917,8199,19863,27527,26035,24357,21333,22012,21358,18019,7317,10390,6335,6699,8702,6893,3890,2594
04,Arizona,04,2016,48974.0,34998.0,290045.0,47616.0,31247.0,285767.0,18804,20376,21090,11921,6672,3549,2743,9902,17903,17446,18432,18314,19904,23639,27293,11597,18058,12652,18516,26330,18034,10767,10688,18688,21396,22226,13289,8374,4056,4052,13080,20731,20478,19023,21239,19760,23553,24378,10641,16044,11181,16546,26877,19173,11496,7737
04,Arizona,05,2016,68257.0,43932.0,263410.0,65489.0,42653.0,281660.0,25638,28531,28301,16774,8899,4222,3928,11612,21176,25587,25369,27699,25763,25252,22009,9337,12958,8810,12177,15042,12141,9048,9530,27224,28989,30111,17326,8540,5325,3942,11421,22482,23682,25413,25926,26363,24167,20926,7627,10921,8018,10115,13714,10349,7728,5291
04,Arizona,06,2016,51560.0,36098.0,282274.0,50377.0,32020.0,300128.0,20679,21347,20878,13068,6426,4041,3679,13847,24636,24055,23033,25569,26531,30183,28283,10402,15780,10869,12345,17902,11808,8074,9091,21035,21318,23018,14257,8031,3944,4275,14402,25069,25592,21916,25607,26468,28099,25692,9584,13232,8531,11812,15059,10412,6365,6215
04,Arizona,07,2016,84870.0,50165.0,250620.0,79716.0,50042.0,252080.0,33200,33892,31561,18800,12306,6803,6574,18403,31342,29113,27303,26210,23505,21192,17577,6074,8079,5447,5338,7278,5120,3139,3583,35920,36424,31316,18718,12658,7073,6813,19594,32495,30223,27087,25633,22454,22343,18015,6080,8796,4460,5425,5931,3755,2598,1845
04,Arizona,08,2016,57374.0,41187.0,262551.0,55031.0,39389.0,297778.0,21192,23181,26645,14593,8809,3729,4321,11949,22102,23174,23043,25505,24853,24271,23958,9913,15938,10342,14445,21107,15042,11776,12310,21554,25050,26925,15402,9630,4048,4086,10528,20123,21555,21630,24476,22863,22915,21522,7773,12516,8871,12124,17217,13090,9157,8057
04,Arizona,09,2016,55563.0,39610.0,285678.0,54235.0,36948.0,282775.0,22891,22837,21268,12885,11303,7142,8000,20684,35085,28474,24092,23504,22977,24717,22683,8493,11219,6389,7597,10594,7728,5822,7575,23747,23325,21229,14255,12618,8415,7852,22932,39459,32215,26622,25163,23798,23822,21292,8075,10403,5553,7640,8543,5919,3758,4217
05,Arkansas,01,2016,57413.0,38596.0,262360.0,54736.0,37177.0,274706.0,22000,23331,23514,14638,8431,4551,4295,12833,22322,21553,20864,22445,22699,25192,24760,9492,14354,9092,12189,16655,12592,9364,9454,22969,24896,23871,14987,9287,4674,4944,14340,23098,22542,22208,22458,22766,24800,23598,8935,12647,8143,11300,14140,10220,6859,4688
05,Arkansas,02,2016,61363.0,39753.0,264898.0,59003.0,38228.0,291575.0,24169,25550,23210,14400,9902,5453,5774,16874,27754,26725,25007,24054,23923,26288,25633,9432,13688,8729,10587,14667,9956,8070,8961,25470,26165,24322,14991,10169,5828,5673,16334,26375,25823,24124,22761,22717,24380,23023,8192,12677,7825,9561,11765,8053,5597,4190
05,Arkansas,03,2016,66612.0,43922.0,271222.0,63976.0,43524.0,283419.0,26259,26955,26905,15212,12169,6220,6477,16045,26879,26715,24195,25039,23610,24447,24116,8728,12591,7882,10376,14504,9796,7773,8026,26946,28810,27141,15624,12014,6595,6992,16457,27003,27308,25136,25087,23589,24478,22320,8611,10950,7270,9742,11745,8281,5276,4382
05,Arkansas,04,2016,55734.0,39975.0,254842.0,51665.0,37680.0,276088.0,20650,21849,22915,14146,9785,5000,4395,12840,20471,20315,21220,21799,23362,26461,26254,9711,13597,9375,12079,17172,12619,9468,9950,22421,23737,23942,15239,10371,5477,4922,12526,20277,20156,19107,21519,22329,24850,24470,9193,13402,8481,10903,15229,10591,6332,5078
06,California,01,2016,47452.0,35031.0,271311.0,45117.0,32091.0,272981.0,17905,19642,18927,12080,8655,5498,5177,14593,19110,19004,17644,17574,20146,25005,27506,11660,16079,9809,13947,17140,11742,9273,12074,19166,20262,20062,13385,9609,5683,5783,17498,22865,21558,19550,18939,20140,23778,25891,9854,15690,10140,12615,16268,10846,7794,6419
06,California,02,2016,48036.0,34217.0,272040.0,46039.0,33208.0,280071.0,17604,20130,20764,12220,8530,3764,3291,11900,17550,20245,20376,22256,24159,27494,28391,12882,16655,10143,14793,16286,11219,8497,10170,18488,21306,20607,12834,9019,5023,4215,12490,20696,21333,22047,22720,24436,26229,26630,11249,15561,9806,11844,15805,9748,6185,6023
06,California,03,2016,59308.0,43058.0,259720.0,55939.0,40419.0,264450.0,21856,24897,22967,14355,12284,7100,7734,17503,24325,22954,20713,21424,22895,24025,22687,8700,12496,7519,10137,11527,8793,6331,7587,24161,24943,25511,15395,12357,7211,6874,19472,26433,25063,21190,22314,22307,24612,22923,7976,11116,7418,8461,9950,7061,4851,4488
06,California,04,2016,49933.0,36923.0,270578.0,47688.0,34446.0,279130.0,18020,20962,21767,13837,7549,3893,3608,10093,17241,19361,20315,22166,24512,27691,30365,10360,15901,10901,13144,18341,12457,9135,9646,17766,23115,22630,14729,8616,4413,3777,11858,18447,20485,20195,22169,24899,27262,26154,10612,15886,9884,12530,16971,10873,8131,6032
06,California,05,2016,51629.0,35277.0,266608.0,48565.0,35334.0,287551.0,19982,20082,21253,13572,9011,4980,5434,14467,24007,23791,21613,23016,24036,27636,28442,10880,14961,9473,12225,13528,10405,7983,10674,21242,21525,22157,13432,8551,5539,5097,15493,25268,23978,22667,21939,23599,25390,23628,10111,14008,8371,10473,12729,7597,5254,5467
06,California,06,2016,62280.0,39167.0,255707.0,62187.0,36937.0,278170.0,27091,25690,23516,13957,8871,5587,5588,18172,32500,30855,24989,23177,22263,23689,22739,8810,11838,6993,8476,10931,7777,6009,7777,26432,26183,24163,15071,9599,5708,6030,17838,32171,28878,23844,23389,22543,20680,20571,7830,9619,5877,7491,8785,5881,4517,4055
06,California,07,2016,59851.0,39720.0,260094.0,54691.0,37892.0,280705.0,21607,23244,24600,15186,7946,4841,4775,12736,24786,24013,23212,25975,25895,27339,25707,9509,13135,8492,10765,12415,10181,7699,9230,24180,25247,26062,15378,8705,4382,3987,14116,25308,25448,23973,23296,24519,27055,23999,8038,11895,7092,8041,10624,8062,5484,4775
06,California,08,2016,66240.0,44476.0,246286.0,65993.0,42070.0,251101.0,27269,28246,26196,16822,9531,5869,4561,14966,23902,22961,20943,21625,21018,24043,22727,9483,11368,6759,9016,11738,8497,5583,6042,27307,27888,27614,17121,10787,7124,6166,15994,25072,22370,21269,21103,21100,22364,22116,8234,10673,6662,8824,10899,7423,5213,3680
06,California,09,2016,66910.0,48806.0,249332.0,65840.0,44703.0,263432.0,25110,29336,28486,16996,10616,5197,5509,14814,24271,23925,24168,24357,23956,25234,22276,8865,10975,7742,8410,12080,8186,5759,7708,26232,28268,31027,18250,11940,5317,6348,15819,24677,23885,22849,23388,23811,23546,22454,7584,10483,5632,8040,10411,6927,4494,3667
06,California,10,2016,65788.0,46390.0,249594.0,64328.0,43879.0,259041.0,26036,27210,27707,17239,10016,5069,5561,15104,24931,24224,23579,23642,24309,24085,22494,8298,10267,6376,8805,11112,8399,6176,6610,26884,26729,30438,17845,10283,5944,5632,15465,26196,24627,23464,23853,23745,24320,20892,7456,10392,5970,7416,9599,6372,4242,4009
06,California,11,2016,55844.0,37865.0,266183.0,55327.0,35525.0,288640.0,22377,23887,22658,13895,8036,4146,4318,13656,23568,24361,23867,25204,26283,28347,26934,9511,14514,8920,11091,14424,9956,8481,11059,22179,24070,23988,14765,8708,4585,4676,14321,23459,24275,23461,23554,25486,26789,25063,9098,12163,7839,9391,11812,8403,6107,5701
06,California,12,2016,35104.0,18784.0,325103.0,34378.0,18409.0,308557.0,16880,12927,11428,6601,4952,2855,3199,15803,44457,41427,30084,26444,23223,21475,20416,8379,12571,7544,9368,11938,9627,7983,11764,17164,13379,11403,7036,4907,3094,2697,14892,45529,45138,35652,30570,29125,25969,23404,9065,12940,7043,9446,10087,8816,6005,5631
06,California,13,2016,50852.0,33618.0,276612.0,46555.0,33609.0,299435.0,20258,18858,18598,10985,11466,5426,6676,18197,33268,31221,28088,26866,24844,24348,23629,9364,13511,8260,9665,12055,8339,6629,9049,21963,21134,19388,11249,10737,5035,5487,17736,32872,31003,25914,28199,23803,23562,21751,7834,11590,7117,8802,10014,6328,4745,4820
06,California,14,2016,52659.0,32735.0,280080.0,49656.0,32188.0,294013.0,20452,21206,19996,11745,8446,3734,4519,14407,24932,26652,27464,26274,26097,27687,26723,10368,13385,8456,10322,14119,10542,8327,10005,21938,22583,20345,12515,8013,4472,4589,14939,27885,27732,28242,25308,26746,27035,24218,9323,12564,7510,8898,10893,8875,5593,5258
06,California,15,2016,62260.0,38564.0,269006.0,58805.0,37312.0,285490.0,23953,24628,25562,14640,7335,3662,3518,12754,24702,28902,29321,28393,28207,28108,26078,8386,12658,7261,9396,12104,8419,6259,7362,24886,27023,25878,14893,8145,4037,4082,13951,25382,26617,26588,28649,28547,27568,24826,8719,10968,6564,7983,9583,6301,4546,4095
06,California,16,2016,75938.0,48612.0,234455.0,74511.0,46055.0,241536.0,31155,31790,28917,17215,11490,5753,6407,16988,27633,25437,23167,20980,20739,21189,19399,7130,8009,5388,7266,9192,6280,5010,5569,32838,30970,30327,18293,12123,6992,6187,17260,29416,25838,22484,21027,20298,20542,17470,6708,8529,5198,6311,7962,5675,3323,3235
06,California,17,2016,57698.0,33921.0,286162.0,56555.0,33458.0,281004.0,24103,23635,22043,12473,7760,3650,3641,13194,29629,33127,28777,27935,26638,26081,22268,8259,9909,6547,7842,10932,8381,6493,7701,24531,24496,21678,12869,8046,4248,3910,14668,32321,34915,31742,31009,27256,27124,23029,7883,9611,5631,7583,9255,6633,5237,4107
06,California,18,2016,57662.0,37380.0,269777.0,51910.0,34354.0,279697.0,19788,22656,23667,12774,7380,3833,2974,11376,21874,24508,25117,28160,28357,28188,25420,8849,12042,7555,9231,13717,9948,8096,10452,22555,25218,24724,13867,8679,3719,3934,12687,25063,25253,24335,26651,27737,28068,25629,9189,10657,6717,8898,10965,7995,6333,5947
06,California,19,2016,61302.0,39657.0,275425.0,59151.0,39021.0,274396.0,24704,24539,24772,14497,9661,5554,4679,16159,26719,26256,26062,27046,25516,25522,23337,8720,11502,6494,8380,11324,8047,6277,6802,25034,26363,24764,14944,9855,5685,5815,17494,29402,29134,26524,28436,27241,26890,22817,7994,10332,6302,7700,9339,6567,4013,3740
06,California,20,2016,62085.0,44071.0,262124.0,60048.0,42084.0,259111.0,25020,25497,23828,14116,13672,7077,6368,16697,24178,24150,21552,22286,21823,22829,23253,8239,11501,7734,8572,10280,7637,6386,8549,26165,25581,25849,15002,13560,8094,7291,17867,27225,26728,24874,23159,23002,22595,21658,9320,11164,6492,8006,9482,6034,4646,4487
06,California,21,2016,76366.0,49646.0,250149.0,76046.0,45865.0,213390.0,31180,32762,30262,17345,10363,5880,5196,15368,24825,23662,22172,19576,18745,18442,14959,6263,7418,4681,5353,6992,5300,4246,4312,31105,32611,31626,18685,11986,7255,7158,20471,32805,29478,26485,24331,22776,21379,18406,5693,7774,4723,4951,6460,4599,2779,2626
06,California,22,2016,71787.0,46576.0,246469.0,68614.0,44327.0,261674.0,28928,28845,27104,17351,10714,6623,5459,16543,27079,25621,22136,23285,22523,22853,21646,8251,10557,6931,8418,11073,7924,6233,8519,29432,30378,29944,17317,11293,6087,5557,16628,27673,25974,23087,22383,21925,21619,19649,7471,9876,6194,7662,9333,6648,4552,4151
06,California,23,2016,69779.0,43457.0,256965.0,64301.0,41569.0,253977.0,26277,27411,26534,16293,9356,5171,5400,15439,25480,24330,22411,21555,21729,23389,21888,8383,11367,7359,8658,10999,8269,5965,6185,29239,29261,28198,16821,9718,7007,5987,15730,27971,26978,23952,22841,22828,23768,21983,8659,10356,5936,8031,10059,6883,4425,3571
06,California,24,2016,51782.0,42795.0,272199.0,49182.0,42518.0,269458.0,20817,19775,21477,12246,17386,10359,8463,18159,21371,21376,19534,19202,20187,23088,24163,9285,12879,8289,9888,13788,10765,8644,10018,21839,21767,20440,13184,17347,9607,10887,22266,24948,24386,21935,20323,21363,22802,22736,9033,11643,8355,9689,11072,8100,6132,6922
