year,state,congressional_district,party,candidatevotes,totalvotes,candidateperc
2018,ILLINOIS,15,REPUBLICAN,181294,255608,70.92657506807298
2018,ILLINOIS,16,REPUBLICAN,151254,255825,59.124010554089715
2018,ILLINOIS,17,DEMOCRAT,142659,229749,62.093414987660445
2018,ILLINOIS,18,REPUBLICAN,195927,291413,67.23344531644094
2018,INDIANA,1,DEMOCRAT,159611,245209,65.09181963141647
2018,INDIANA,2,REPUBLICAN,125499,228889,54.82963357784778
2018,INDIANA,3,REPUBLICAN,158927,245537,64.72629379686158
2018,INDIANA,4,REPUBLICAN,156539,244363,64.06002545393534
2018,INDIANA,5,REPUBLICAN,180035,317177,56.76168196306794
2018,INDIANA,6,REPUBLICAN,154260,241726,63.81605619585812
2018,INDIANA,7,DEMOCRAT,141139,217596,64.86286512619718
2018,INDIANA,8,REPUBLICAN,157396,244291,64.42971701781892
2018,INDIANA,9,REPUBLICAN,153271,271361,56.48232428388752
2018,IOWA,1,DEMOCRAT,170342,334243,50.96352055241247
2018,IOWA,2,DEMOCRAT,171446,312913,54.79030912745715
2018,IOWA,3,DEMOCRAT,175642,356241,49.304263125243864
2018,IOWA,4,REPUBLICAN,157676,313251,50.33535407708196
2018,KANSAS,1,REPUBLICAN,153082,224640,68.14547720797721
2018,KANSAS,2,REPUBLICAN,126098,264688,47.640240585141754
2018,KANSAS,3,DEMOCRAT,170518,318301,53.571305148271605
2018,KANSAS,4,REPUBLICAN,144248,242693,59.436407312942684
2018,KENTUCKY,1,REPUBLICAN,172167,251016,68.58805813175256
2018,KENTUCKY,2,REPUBLICAN,171700,257345,66.71977306728321
2018,KENTUCKY,3,DEMOCRAT,173002,278720,62.070177956371985
2018,KENTUCKY,4,REPUBLICAN,162946,261812,62.237788947794606
2018,KENTUCKY,5,REPUBLICAN,172093,218017,78.9355875917933
2018,KENTUCKY,6,REPUBLICAN,154468,302888,50.99838884340087
2018,LOUISIANA,1,REPUBLICAN,192555,269325,71.4954051796157
2018,LOUISIANA,2,DEMOCRAT,190182,235982,80.59174004796976
2018,LOUISIANA,3,REPUBLICAN,136876,245943,55.65354574027316
2018,LOUISIANA,4,REPUBLICAN,139326,216872,64.24342469290642
2018,LOUISIANA,5,REPUBLICAN,149018,223946,66.54193421628428
2018,LOUISIANA,6,REPUBLICAN,186553,268525,69.47323340471092
2018,MAINE,1,DEMOCRAT,201195,342053,58.81983201433696
2018,MAINE,2,DEMOCRAT,139231,281371,49.48306684057703
2018,MARYLAND,1,REPUBLICAN,183662,306132,59.99438150863027
2018,MARYLAND,2,DEMOCRAT,167201,253302,66.00855895334423
2018,MARYLAND,3,DEMOCRAT,202407,292880,69.10919147773832
2018,MARYLAND,4,DEMOCRAT,209642,268583,78.05482848877256
2018,MARYLAND,5,DEMOCRAT,213796,304209,70.2793145501941
2018,MARYLAND,6,DEMOCRAT,163346,276974,58.97521066959354
2018,MARYLAND,7,DEMOCRAT,202345,264710,76.4402553738053
2018,MARYLAND,8,DEMOCRAT,217679,319330,68.16741302101275
2018,MASSACHUSETTS,1,DEMOCRAT,211790,216900,97.64407561088059
2018,MASSACHUSETTS,2,DEMOCRAT,191332,284893,67.15924926200363
2018,MASSACHUSETTS,3,DEMOCRAT,173175,279327,61.997229054119366
2018,MASSACHUSETTS,4,DEMOCRAT,245289,251016,97.71847212926666
2018,MASSACHUSETTS,5,DEMOCRAT,236243,311324,75.88332412534852
2018,MASSACHUSETTS,6,DEMOCRAT,217703,333975,65.18541807021484
2018,MASSACHUSETTS,7,DEMOCRAT,216559,220411,98.25235582616114
2018,MASSACHUSETTS,8,DEMOCRAT,259159,263307,98.42465259184146
2018,MASSACHUSETTS,9,DEMOCRAT,192347,323928,59.37955348102047
2018,MICHIGAN,1,REPUBLICAN,187251,332497,56.316598345248224
2018,MICHIGAN,2,REPUBLICAN,168970,305463,55.316028455164776
2018,MICHIGAN,3,REPUBLICAN,169107,310740,54.420737594130145
2018,MICHIGAN,4,REPUBLICAN,178510,285050,62.624101034906154
2018,MICHIGAN,5,DEMOCRAT,164502,276413,59.5131198604986
2018,MICHIGAN,6,REPUBLICAN,147436,293438,50.24434463157464
2018,MICHIGAN,7,REPUBLICAN,158730,295060,53.795838134616695
2018,MICHIGAN,8,DEMOCRAT,172880,341593,50.60993638628426
2018,MICHIGAN,9,DEMOCRAT,181734,304563,59.67041301799628
2018,MICHIGAN,10,REPUBLICAN,182808,303064,60.31993242351451
2018,MICHIGAN,11,DEMOCRAT,181912,350901,51.841402560836244
2018,MICHIGAN,12,DEMOCRAT,200588,294628,68.0817844875572
2018,MICHIGAN,13,DEMOCRAT,165355,196299,84.2362925944605
2018,MICHIGAN,14,DEMOCRAT,214334,264994,80.88258602081557
2018,MINNESOTA,1,REPUBLICAN,146200,291661,50.126688175655985
2018,MINNESOTA,2,DEMOCRAT,177958,337968,52.655280973346585
2018,MINNESOTA,3,DEMOCRAT,202404,363949,55.61328647695144
2018,MINNESOTA,4,DEMOCRAT,216865,328614,65.99384079801834
2018,MINNESOTA,5,DEMOCRAT,267703,343358,77.96614612154077
2018,MINNESOTA,6,REPUBLICAN,192931,315726,61.10709919360458
2018,MINNESOTA,7,DEMOCRAT,146672,281509,52.10206423240464
2018,MINNESOTA,8,REPUBLICAN,159364,314211,50.71878451104512
2018,MISSISSIPPI,1,REPUBLICAN,158245,236521,66.90526422600954
2018,MISSISSIPPI,2,DEMOCRAT,158921,221379,71.78684518405089
2018,MISSISSIPPI,3,REPUBLICAN,160284,257271,62.30161969285306
2018,MISSISSIPPI,4,REPUBLICAN,152633,223732,68.22135412010799
2018,MISSOURI,1,DEMOCRAT,219781,274375,80.1024145785877
2018,MISSOURI,2,REPUBLICAN,192477,376066,51.181707466242635
2018,MISSOURI,3,REPUBLICAN,211243,324608,65.07633822949526
2018,MISSOURI,4,REPUBLICAN,190138,293316,64.82360321291712
2018,MISSOURI,5,DEMOCRAT,175019,283785,61.67309759148652
2018,MISSOURI,6,REPUBLICAN,199796,305409,65.41915922582504
2018,MISSOURI,7,REPUBLICAN,196343,296455,66.23028790204248
2018,MISSOURI,8,REPUBLICAN,194042,264399,73.38983884205311
2018,MONTANA,0,REPUBLICAN,256661,504421,50.882298714764055
2018,NEBRASKA,1,REPUBLICAN,141712,234781,60.35922838730562
2018,NEBRASKA,2,REPUBLICAN,126715,248485,50.99502988107935
2018,NEBRASKA,3,REPUBLICAN,163650,213304,76.72148670442186
2018,NEVADA,1,DEMOCRAT,100707,152201,66.16710796906722
2018,NEVADA,2,REPUBLICAN,167435,287537,58.230766823052335
2018,NEVADA,3,DEMOCRAT,148501,286168,51.89294400492018
2018,NEVADA,4,DEMOCRAT,121962,234868,51.92789141134595
2018,NEW HAMPSHIRE,1,DEMOCRAT,155884,291039,53.56120657368943
2018,NEW HAMPSHIRE,2,DEMOCRAT,155358,279705,55.543519064728905
2018,NEW JERSEY,1,DEMOCRAT,169628,263418,64.39499198991716
2018,NEW JERSEY,2,DEMOCRAT,136685,258363,52.904247125168844
2018,NEW JERSEY,3,DEMOCRAT,153473,306875,50.01156822810591
2018,NEW JERSEY,4,REPUBLICAN,163065,294348,55.39871172897387
2018,NEW JERSEY,5,DEMOCRAT,169546,301823,56.173982764732976
2018,NEW JERSEY,6,DEMOCRAT,140752,221195,63.632541422726554
2018,NEW JERSEY,7,DEMOCRAT,166985,322742,51.73946991714744
2018,NEW JERSEY,8,DEMOCRAT,119881,153455,78.1212733374605
2018,NEW JERSEY,9,DEMOCRAT,140832,200416,70.2698387354303
2018,NEW JERSEY,10,DEMOCRAT,175253,200159,87.55689227064484
2018,NEW JERSEY,11,DEMOCRAT,183684,323574,56.767230988892805
2018,NEW JERSEY,12,DEMOCRAT,173334,252375,68.68112927191679
2018,NEW MEXICO,1,DEMOCRAT,147336,249162,59.13261251715751
2018,NEW MEXICO,2,DEMOCRAT,101489,199256,50.93397438471112
2018,NEW MEXICO,3,DEMOCRAT,155201,244893,63.37502501092314
2018,NEW YORK,1,DEMOCRAT,124213,270053,45.99578601237535
2018,NEW YORK,2,REPUBLICAN,112565,241217,46.66545061086076
2018,NEW YORK,3,DEMOCRAT,149937,267062,56.14314279081262
2018,NEW YORK,4,DEMOCRAT,156728,260206,60.232277503209
2018,NEW YORK,5,DEMOCRAT,160500,161471,99.39865362820568
2018,NEW YORK,6,DEMOCRAT,104293,123421,84.5018270796704
2018,NEW YORK,7,DEMOCRAT,134125,157302,85.26592160303112
2018,NEW YORK,8,DEMOCRAT,170850,191567,89.18550689836977
2018,NEW YORK,9,DEMOCRAT,167269,203423,82.22718178377076
2018,NEW YORK,10,DEMOCRAT,162131,210958,76.8546345718105
2018,NEW YORK,11,DEMOCRAT,96850,192173,50.3972982677067
2018,NEW YORK,12,DEMOCRAT,205858,251877,81.72957435573713
2018,NEW YORK,13,DEMOCRAT,171341,190688,89.85410723275717
2018,NEW YORK,14,DEMOCRAT,110318,141204,78.12668196368375
2018,NEW YORK,15,DEMOCRAT,122007,129751,94.03164522816779
2018,NEW YORK,16,DEMOCRAT,172815,183356,94.25107441261808
2018,NEW YORK,17,DEMOCRAT,159923,193841,82.50215382710572
2018,NEW YORK,18,DEMOCRAT,126368,251690,50.20779530374667
2018,NEW YORK,19,DEMOCRAT,135582,287986,47.07937191391248
2018,NEW YORK,20,DEMOCRAT,161330,266014,60.647183982797905
2018,NEW YORK,21,REPUBLICAN,116433,235267,49.48972869123167
2018,NEW YORK,22,DEMOCRAT,116001,251212,46.17653615273156
2018,NEW YORK,23,REPUBLICAN,114722,240374,47.726459600455954
2018,NEW YORK,24,DEMOCRAT,115902,260477,44.49605915301543
2018,NEW YORK,25,DEMOCRAT,147979,270120,54.782689175181396
2018,NEW YORK,26,DEMOCRAT,156968,230663,68.0507927149131
2018,NEW YORK,27,DEMOCRAT,128167,285300,44.92358920434631
2018,NORTH CAROLINA,1,DEMOCRAT,190457,272675,69.84762079398551
2018,NORTH CAROLINA,2,REPUBLICAN,170072,331704,51.27221860453899
2018,NORTH CAROLINA,3,REPUBLICAN,187901,187901,100.0
2018,NORTH CAROLINA,4,DEMOCRAT,247067,341403,72.36813970586081
2018,NORTH CAROLINA,5,REPUBLICAN,159917,280385,57.03479144747401
2018,NORTH CAROLINA,6,REPUBLICAN,160709,284360,56.51603601069068
2018,NORTH CAROLINA,7,REPUBLICAN,156809,282312,55.544574796678845
2018,NORTH CAROLINA,8,REPUBLICAN,141402,255521,55.33870014597626
2018,NORTH CAROLINA,9,REPUBLICAN,139246,282717,49.25278635525985
2018,NORTH CAROLINA,10,REPUBLICAN,164969,278228,59.2927383297152
2018,NORTH CAROLINA,11,REPUBLICAN,178012,300666,59.205896243672385
2018,NORTH CAROLINA,12,DEMOCRAT,203974,279138,73.0728170295696
2018,NORTH CAROLINA,13,REPUBLICAN,147570,286316,51.540954749297974
2018,NORTH DAKOTA,0,REPUBLICAN,193568,321532,60.20178395929487
2018,OHIO,1,REPUBLICAN,154409,300871,51.32066566734581
2018,OHIO,2,REPUBLICAN,166714,289661,57.554865860436855
2018,OHIO,3,DEMOCRAT,181575,246677,73.60840289123023
2018,OHIO,4,REPUBLICAN,167993,257405,65.26407800936268
2018,OHIO,5,REPUBLICAN,176569,283617,62.256141204511714
2018,OHIO,6,REPUBLICAN,172774,249490,69.25087177842799
2018,OHIO,7,REPUBLICAN,153117,260653,58.743616992706784
2018,OHIO,8,REPUBLICAN,173852,261133,66.57603596634665
2018,OHIO,9,DEMOCRAT,157219,231937,67.78521753752096
2018,OHIO,10,REPUBLICAN,157554,281726,55.92455080468256
2018,OHIO,11,DEMOCRAT,206138,250660,82.23809143860208
2018,OHIO,12,REPUBLICAN,175677,341647,51.42061835754448
2018,OHIO,13,DEMOCRAT,153323,251370,60.994947686677015
2018,OHIO,14,REPUBLICAN,169809,307358,55.247951899739064
2018,OHIO,15,REPUBLICAN,170593,292443,58.333760767055466
2018,OHIO,16,REPUBLICAN,170029,299710,56.73117346768542
2018,OKLAHOMA,1,REPUBLICAN,150129,253171,59.29944582910365
2018,OKLAHOMA,2,REPUBLICAN,140451,216002,65.02300904621254
2018,OKLAHOMA,3,REPUBLICAN,172913,234065,73.873923910025
2018,OKLAHOMA,4,REPUBLICAN,149227,236638,63.06130038286327
2018,OKLAHOMA,5,DEMOCRAT,121149,238960,50.6984432541011
2018,OREGON,1,DEMOCRAT,231198,363249,63.647250233311034
2018,OREGON,2,REPUBLICAN,207597,368709,56.30375173917642
2018,OREGON,3,DEMOCRAT,279019,384326,72.5995639118873
2018,OREGON,4,DEMOCRAT,208710,372893,55.97047946730027
2018,OREGON,5,DEMOCRAT,197187,358469,55.00810390856671
2018,PENNSYLVANIA,1,REPUBLICAN,169053,329798,51.259558881497156
2018,PENNSYLVANIA,2,DEMOCRAT,159600,201982,79.01694210375182
2018,PENNSYLVANIA,3,DEMOCRAT,287610,307997,93.38077968291898
2018,PENNSYLVANIA,4,DEMOCRAT,211524,332991,63.52243754335702
2018,PENNSYLVANIA,5,DEMOCRAT,198639,304714,65.18866871886425
2018,PENNSYLVANIA,6,DEMOCRAT,177704,301828,58.87591608465749
2018,PENNSYLVANIA,7,DEMOCRAT,140813,263261,53.4879834081007
2018,PENNSYLVANIA,8,DEMOCRAT,135603,248166,54.642054108943206
2018,PENNSYLVANIA,9,REPUBLICAN,148723,248927,59.745628236390594
2018,PENNSYLVANIA,10,REPUBLICAN,149365,291033,51.322358632869815
2018,PENNSYLVANIA,11,REPUBLICAN,163708,277584,58.97602167271889
2018,PENNSYLVANIA,12,REPUBLICAN,161047,243872,66.03751148143289
2018,PENNSYLVANIA,13,REPUBLICAN,178533,253266,70.49228873990192
2018,PENNSYLVANIA,14,REPUBLICAN,151386,261437,57.90534622107811
2018,PENNSYLVANIA,15,REPUBLICAN,165245,243572,67.84236283316638
2018,PENNSYLVANIA,16,REPUBLICAN,135348,262396,51.58157898748457
2018,PENNSYLVANIA,17,DEMOCRAT,183162,325579,56.25731389309507
2018,PENNSYLVANIA,18,DEMOCRAT,231472,231472,100.0
2018,RHODE ISLAND,1,DEMOCRAT,116099,174083,66.69175048683674
2018,RHODE ISLAND,2,DEMOCRAT,126476,199197,63.492924090222246
2018,SOUTH CAROLINA,1,DEMOCRAT,145455,287433,50.604836605400216
2018,SOUTH CAROLINA,2,REPUBLICAN,144642,257139,56.25051042432303
2018,SOUTH CAROLINA,3,REPUBLICAN,153338,226204,67.78748386412265
2018,SOUTH CAROLINA,4,REPUBLICAN,145321,243950,59.56999385119902
2018,SOUTH CAROLINA,5,REPUBLICAN,141757,248579,57.026941133402254
2018,SOUTH CAROLINA,6,DEMOCRAT,144765,206433,70.12686925055587
2018,SOUTH CAROLINA,7,REPUBLICAN,142681,239554,59.561101046110686
2018,SOUTH DAKOTA,0,REPUBLICAN,202446,335471,60.34679599726951
2018,TENNESSEE,1,REPUBLICAN,172835,224282,77.06146725996736
2018,TENNESSEE,2,REPUBLICAN,172856,262134,65.94184653650423
2018,TENNESSEE,3,REPUBLICAN,156512,245765,63.683600187170676
2018,TENNESSEE,4,REPUBLICAN,147323,232451,63.37808828527302
2018,TENNESSEE,5,DEMOCRAT,177923,262248,67.84532198529635
2018,TENNESSEE,6,REPUBLICAN,172810,248740,69.47414971456138
2018,TENNESSEE,7,REPUBLICAN,170071,254384,66.85601295678974
2018,TENNESSEE,8,REPUBLICAN,168030,248345,67.65990859489823
2018,TENNESSEE,9,DEMOCRAT,145139,181476,79.97696665123762
2018,TEXAS,1,REPUBLICAN,168165,232720,72.26065658301822
2018,TEXAS,2,REPUBLICAN,139188,263392,52.844429595431905
2018,TEXAS,3,REPUBLICAN,169520,312511,54.2444905939311
2018,TEXAS,4,REPUBLICAN,188667,249245,75.69540010832715
2018,TEXAS,5,REPUBLICAN,130617,209507,62.34493358217148
2018,TEXAS,6,REPUBLICAN,135961,256042,53.10105373337187
2018,TEXAS,7,DEMOCRAT,127959,243601,52.528109490519334
2018,TEXAS,8,REPUBLICAN,200619,273170,73.44108064575174
2018,TEXAS,9,DEMOCRAT,136256,153001,89.05562708740466
2018,TEXAS,10,REPUBLICAN,157166,307827,51.056599973361664
2018,TEXAS,11,REPUBLICAN,176603,220377,80.13676563343725
2018,TEXAS,12,REPUBLICAN,172557,268491,64.26919338078372
2018,TEXAS,13,REPUBLICAN,169027,207285,81.54328581421714
2018,TEXAS,14,REPUBLICAN,138942,234528,59.243246009005325
2018,TEXAS,15,DEMOCRAT,98333,164802,59.66735840584458
2018,TEXAS,16,DEMOCRAT,124437,181754,68.46451797484512
2018,TEXAS,17,REPUBLICAN,134841,237351,56.81079919612726
2018,TEXAS,18,DEMOCRAT,138704,184332,75.24683722847905
2018,TEXAS,19,REPUBLICAN,151946,201985,75.22637819640072
2018,TEXAS,20,DEMOCRAT,139038,171963,80.8534394026622
2018,TEXAS,21,REPUBLICAN,177654,353617,50.23910049573409
2018,TEXAS,22,REPUBLICAN,152750,297405,51.36093878717573
2018,TEXAS,23,REPUBLICAN,103285,210069,49.167178403286535
2018,TEXAS,24,REPUBLICAN,133317,263418,50.61043664442065
2018,TEXAS,25,REPUBLICAN,163023,304553,53.52861406717386
2018,TEXAS,26,REPUBLICAN,185551,312505,59.375369994080096
2018,TEXAS,27,REPUBLICAN,125118,207421,60.320796833493226
2018,TEXAS,28,DEMOCRAT,117494,139226,84.3908465372847
2018,TEXAS,29,DEMOCRAT,88188,117494,75.05744974211449
2018,TEXAS,30,DEMOCRAT,166784,183174,91.05222356884711
2018,TEXAS,31,REPUBLICAN,144680,286007,50.58617446426137
2018,TEXAS,32,DEMOCRAT,144067,275620,52.27015456062695
2018,TEXAS,33,DEMOCRAT,90805,119224,76.16335637120044
2018,TEXAS,34,DEMOCRAT,85825,143068,59.98895630050046
2018,TEXAS,35,DEMOCRAT,138278,194067,71.25271169235367
2018,TEXAS,36,REPUBLICAN,161048,221956,72.55852511308548
2018,UTAH,1,REPUBLICAN,156692,254333,61.60899293445994
2018,UTAH,2,REPUBLICAN,151489,270044,56.09789515782613
2018,UTAH,3,REPUBLICAN,174856,258858,67.54900370087074
2018,UTAH,4,DEMOCRAT,134964,269271,50.12199605601791
2018,VERMONT,0,DEMOCRAT,188547,272451,69.20400365570323
2018,VIRGINIA,1,REPUBLICAN,183250,332101,55.178996750988404
2018,VIRGINIA,2,DEMOCRAT,139571,273400,51.05010972933432
2018,VIRGINIA,3,DEMOCRAT,198615,217722,91.2241298536666
2018,VIRGINIA,4,DEMOCRAT,187642,299854,62.57778785675695
2018,VIRGINIA,5,REPUBLICAN,165339,310926,53.17631848092472
2018,VIRGINIA,6,REPUBLICAN,167957,281377,59.691090600866445
2018,VIRGINIA,7,DEMOCRAT,176079,349803,50.3366180392964
2018,VIRGINIA,8,DEMOCRAT,247137,324748,76.10116151600626
2018,VIRGINIA,9,REPUBLICAN,160933,246980,65.16033686938214
2018,VIRGINIA,10,DEMOCRAT,206356,367795,56.106254843051154
2018,VIRGINIA,11,DEMOCRAT,219191,308250,71.10819140308192
2018,WASHINGTON,1,DEMOCRAT,197209,332743,59.2676630312283
2018,WASHINGTON,2,DEMOCRAT,210187,294833,71.29018800473489
2018,WASHINGTON,3,REPUBLICAN,161819,307226,52.67099789731338
2018,WASHINGTON,4,REPUBLICAN,141551,225336,62.817747718961904
2018,WASHINGTON,5,REPUBLICAN,175422,320347,54.759994630822206
2018,WASHINGTON,6,DEMOCRAT,206409,323086,63.88670508780944
2018,WASHINGTON,7,DEMOCRAT,329800,394681,83.56115445131638
2018,WASHINGTON,8,DEMOCRAT,164089,313057,52.415055405245695
2018,WASHINGTON,9,DEMOCRAT,163345,240567,67.90000290979228
2018,WASHINGTON,10,DEMOCRAT,166215,270075,61.544015551235766
2018,WEST VIRGINIA,1,REPUBLICAN,127997,198214,64.57515614436922
2018,WEST VIRGINIA,2,REPUBLICAN,110504,204792,53.95913902886832
2018,WEST VIRGINIA,3,REPUBLICAN,98645,174985,56.373403434580105
2018,WISCONSIN,1,REPUBLICAN,177492,325317,54.55970637870139
2018,WISCONSIN,2,DEMOCRAT,309116,317295,97.4222726484817
2018,WISCONSIN,3,DEMOCRAT,187888,314989,59.64906711028004
2018,WISCONSIN,4,DEMOCRAT,206487,273087,75.61216755100023
2018,WISCONSIN,5,REPUBLICAN,225619,364288,61.934238843991565
2018,WISCONSIN,6,REPUBLICAN,180311,325065,55.46921384953778
2018,WISCONSIN,7,REPUBLICAN,194061,322840,60.11058109280138
2018,WISCONSIN,8,REPUBLICAN,209410,328774,63.69420939612013
2018,WYOMING,0,REPUBLICAN,127963,201245,63.58567914730801
2020,ALABAMA,1,REPUBLICAN,211825,329075,64.36982450809086
2020,ALABAMA,2,REPUBLICAN,197996,303569,65.22273354657425
2020,ALABAMA,3,REPUBLICAN,217384,322234,67.46153416461328
2020,ALABAMA,4,REPUBLICAN,261553,318029,82.24187102434055
2020,ALABAMA,5,REPUBLICAN,253094,264160,95.81087219866747
2020,ALABAMA,6,REPUBLICAN,274160,282261,97.12996127697416
2020,ALABAMA,7,DEMOCRAT,225742,232331,97.16396003977084
2020,ALASKA,0,REPUBLICAN,192126,353165,54.40120057197061
2020,ARIZONA,1,DEMOCRAT,188469,365178,51.61017366873142
2020,ARIZONA,2,DEMOCRAT,209945,381054,55.09586567783044
2020,ARIZONA,3,DEMOCRAT,174243,269837,64.57342766188476
2020,ARIZONA,4,REPUBLICAN,278002,398623,69.74058195337449
2020,ARIZONA,5,REPUBLICAN,262414,445657,58.882503808983145
2020,ARIZONA,6,REPUBLICAN,217783,417427,52.17271522924967
2020,ARIZONA,7,DEMOCRAT,165452,215732,76.6933046557766
2020,ARIZONA,8,REPUBLICAN,251633,422467,59.56275874802055
2020,ARIZONA,9,DEMOCRAT,217094,352274,61.626461220527204
2020,ARKANSAS,1,REPUBLICAN,237596,237596,100.0
2020,ARKANSAS,2,REPUBLICAN,184093,332503,55.36581624827445
2020,ARKANSAS,3,REPUBLICAN,214960,334262,64.30883558406279
2020,ARKANSAS,4,REPUBLICAN,191617,275035,69.67004199465524
2020,CALIFORNIA,1,REPUBLICAN,204190,358263,56.99444263013484
2020,CALIFORNIA,2,DEMOCRAT,294435,388755,75.73793263109157
2020,CALIFORNIA,3,DEMOCRAT,176043,321988,54.67377666248432
2020,CALIFORNIA,4,REPUBLICAN,247291,442022,55.9454054323088
2020,CALIFORNIA,5,DEMOCRAT,271233,356460,76.09072546709308
2020,CALIFORNIA,6,DEMOCRAT,229648,313114,73.34325517223759
2020,CALIFORNIA,7,DEMOCRAT,217416,383965,56.62391103355775
2020,CALIFORNIA,8,REPUBLICAN,158711,283111,56.05963738604293
2020,CALIFORNIA,9,DEMOCRAT,174252,302610,57.58302765936354
2020,CALIFORNIA,10,DEMOCRAT,166865,302494,55.163077614762614
2020,CALIFORNIA,11,DEMOCRAT,271063,371356,72.99276166266331
2020,CALIFORNIA,12,DEMOCRAT,281776,362950,77.63493594158976
2020,CALIFORNIA,13,DEMOCRAT,327863,362818,90.36569299207868
2020,CALIFORNIA,14,DEMOCRAT,278300,351005,79.28661984872011
2020,CALIFORNIA,15,DEMOCRAT,242991,342701,70.90466616671675
2020,CALIFORNIA,16,DEMOCRAT,128690,216729,59.378301934674184
2020,CALIFORNIA,17,DEMOCRAT,212137,297336,71.34588479027094
2020,CALIFORNIA,18,DEMOCRAT,217388,344139,63.168661500149646
2020,CALIFORNIA,19,DEMOCRAT,224385,313027,71.68231494407831
2020,CALIFORNIA,20,DEMOCRAT,236896,308554,76.77618828470867
2020,CALIFORNIA,21,REPUBLICAN,85928,170334,50.44676928857421
2020,CALIFORNIA,22,REPUBLICAN,170888,315139,54.22623033010831
2020,CALIFORNIA,23,REPUBLICAN,190222,306118,62.14008976930465
2020,CALIFORNIA,24,DEMOCRAT,212564,362345,58.66342850046227
2020,CALIFORNIA,25,REPUBLICAN,169638,338943,50.04912330391835
2020,CALIFORNIA,26,DEMOCRAT,208856,344733,60.58485842666643
2020,CALIFORNIA,27,DEMOCRAT,221411,317318,69.77574546669271
2020,CALIFORNIA,28,DEMOCRAT,244271,336199,72.65667060282749
2020,CALIFORNIA,29,DEMOCRAT,119420,210944,56.61218143203883
2020,CALIFORNIA,30,DEMOCRAT,240038,345464,69.48278257647685
2020,CALIFORNIA,31,DEMOCRAT,175315,286050,61.288236322321275
2020,CALIFORNIA,32,DEMOCRAT,172942,259760,66.57761010163227
2020,CALIFORNIA,33,DEMOCRAT,257094,380428,67.58019914412189
2020,CALIFORNIA,34,DEMOCRAT,108792,205346,52.97984864570042
2020,CALIFORNIA,35,DEMOCRAT,169405,244346,69.32996652288149
2020,CALIFORNIA,36,DEMOCRAT,185151,306849,60.33945034854277
2020,CALIFORNIA,37,DEMOCRAT,254916,296621,85.93997053479019
2020,CALIFORNIA,38,DEMOCRAT,190467,256206,74.34135031966464
2020,CALIFORNIA,39,REPUBLICAN,173946,343783,50.59761535619853
2020,CALIFORNIA,40,DEMOCRAT,135572,186381,72.73917405744147
2020,CALIFORNIA,41,DEMOCRAT,168126,262573,64.03019350809109
2020,CALIFORNIA,42,REPUBLICAN,210274,368047,57.132377114879354
2020,CALIFORNIA,43,DEMOCRAT,199210,277898,71.68457491597636
2020,CALIFORNIA,44,DEMOCRAT,139661,206036,67.7847560620474
2020,CALIFORNIA,45,DEMOCRAT,221843,414939,53.4640031426306
2020,CALIFORNIA,46,DEMOCRAT,157803,229519,68.75378508968757
2020,CALIFORNIA,47,DEMOCRAT,197028,311399,63.271879485804384
2020,CALIFORNIA,48,REPUBLICAN,201738,395100,51.05998481397115
2020,CALIFORNIA,49,DEMOCRAT,205349,386506,53.12957625496111
2020,CALIFORNIA,50,REPUBLICAN,195521,362390,53.95319959160021
2020,CALIFORNIA,51,DEMOCRAT,165596,242437,68.3047554622438
2020,CALIFORNIA,52,DEMOCRAT,244145,396495,61.575808017755584
2020,CALIFORNIA,53,DEMOCRAT,199244,334858,59.501042232827054
2020,COLORADO,1,DEMOCRAT,331621,450290,73.646094738946
2020,COLORADO,2,DEMOCRAT,316925,515663,61.4597130296337
2020,COLORADO,3,REPUBLICAN,220634,429319,51.39162254640489
2020,COLORADO,4,REPUBLICAN,285606,475107,60.11403746945425
2020,COLORADO,5,REPUBLICAN,249013,432407,57.58764312326119
2020,COLORADO,6,DEMOCRAT,250314,438473,57.08766560312721
2020,COLORADO,7,DEMOCRAT,250525,423691,59.129176687727615
2020,CONNECTICUT,1,DEMOCRAT,213001,349237,60.99038761643239
2020,CONNECTICUT,2,DEMOCRAT,207303,367347,56.43247392792101
2020,CONNECTICUT,3,DEMOCRAT,194259,346103,56.127511174419176
2020,CONNECTICUT,4,DEMOCRAT,224432,360716,62.218476585457815
2020,CONNECTICUT,5,DEMOCRAT,183797,349524,52.58494409539831
2020,DELAWARE,0,DEMOCRAT,281382,488270,57.62836135744568
2020,DISTRICT OF COLUMBIA,0,DEMOCRAT,281831,326587,86.2958415368646
2020,FLORIDA,1,REPUBLICAN,283352,438562,64.60933687825211
2020,FLORIDA,2,REPUBLICAN,305337,311999,97.8647367459511
2020,FLORIDA,3,REPUBLICAN,223075,390401,57.13996634229933
2020,FLORIDA,4,REPUBLICAN,308497,504940,61.09577375529766
2020,FLORIDA,5,DEMOCRAT,219463,336973,65.12776988067294
2020,FLORIDA,6,REPUBLICAN,265393,437856,60.61193634436892
2020,FLORIDA,7,DEMOCRAT,224946,406449,55.344212927083106
2020,FLORIDA,8,REPUBLICAN,282093,459788,61.35284087448998
2020,FLORIDA,9,DEMOCRAT,240724,429638,56.02949459777766
2020,FLORIDA,10,DEMOCRAT,239434,376397,63.61209042580042
2020,FLORIDA,11,REPUBLICAN,316979,475073,66.72216690908556
2020,FLORIDA,12,REPUBLICAN,284941,453135,62.88214329063083
