year,state,majority_state_party,px_code
2022,SOUTH DAKOTA,REPUBLICAN,SD
2022,TENNESSEE,DEMOCRAT,TN
2022,TEXAS,REPUBLICAN,TX
2022,UTAH,REPUBLICAN,UT
2022,VERMONT,DEMOCRAT,VT
2022,VIRGINIA,DEMOCRAT,VA
2022,WASHINGTON,REPUBLICAN,WA
2022,WEST VIRGINIA,REPUBLICAN,WV
2022,WISCONSIN,DEMOCRAT,WI
2022,WYOMING,REPUBLICAN,WY
