,death
224668,0
64945,0
228426,0
85175,0
47436,1
102129,1
125746,1
188966,0
200323,1
152712,0
178754,1
81452,1
129654,0
149666,1
51483,1
151233,0
24657,0
35090,1
100378,0
124663,0
33935,0
162724,1
75997,0
71372,0
2962,0
76067,1
141651,0
16936,0
224727,1
121794,1
11256,0
214590,0
122386,1
17252,1
2380,0
22777,0
144325,1
9399,0
46018,1
104392,1
68560,0
95306,1
227702,0
162813,0
4311,0
84688,0
169783,0
206387,0
121928,1
230984,1
157224,1
39322,1
84787,0
105615,0
133992,0
111453,0
192876,0
37176,0
21659,1
179244,0
159359,0
176353,0
183768,0
38843,0
77216,1
67984,0
178852,0
207787,0
226855,1
106175,0
27512,0
216302,1
95811,1
50313,0
15244,1
151885,0
142395,0
2624,0
162104,0
217568,0
91607,0
176025,0
120118,1
232580,0
39154,0
97861,0
184786,1
180189,0
184778,1
205918,0
198002,0
46616,0
143667,1
170971,0
192390,0
124020,0
180874,0
85562,0
141484,0
67495,0
203921,0
102237,1
176562,1
141567,0
140346,0
1510,1
109825,0
166704,1
223041,0
80666,1
62390,0
108712,0
72023,0
138703,0
64211,0
159665,0
136733,1
171642,0
234268,0
208833,0
76792,1
95342,0
190860,0
100019,1
3420,0
177019,0
35937,0
101495,0
140541,0
182209,0
23584,0
149346,0
82183,0
224418,0
162232,1
148792,0
207499,0
29271,0
149649,1
52040,0
239071,1
32297,0
238824,1
207595,0
114909,0
238757,0
145787,0
145975,0
180027,0
27942,0
145860,1
853,1
128434,0
27905,1
230537,1
47816,0
151358,1
60156,0
238986,0
51696,0
220804,1
93585,1
86036,0
20759,0
131471,0
153737,0
88269,0
216062,0
22761,0
109386,0
219021,0
201875,0
200532,1
93144,0
73769,1
22305,0
14557,0
215866,0
5112,0
61880,0
127955,0
211005,0
144165,0
39294,0
121147,0
188295,0
234660,1
188168,1
190199,0
56008,1
57708,0
31438,1
164695,0
204176,0
40568,0
228631,0
226752,0
228597,1
45314,0
18445,1
3388,1
189527,0
46537,1
86343,0
221671,1
169983,0
212144,0
158166,0
12412,0
179164,1
220183,0
127716,0
200225,1
159238,1
155895,1
11236,0
153269,0
12082,0
205063,1
194004,0
140257,0
69870,1
155500,0
182738,1
111629,0
227759,1
110735,0
45715,0
38422,0
135234,1
89454,0
56833,0
68573,0
209508,1
231936,0
158450,1
173457,0
214871,0
104731,1
70619,0
171516,1
172453,1
133099,1
4860,0
82468,0
43850,0
133324,0
157677,1
94283,0
46779,0
184040,0
136851,0
10894,0
215057,0
227417,0
120141,0
236299,1
79825,0
210898,0
4453,0
154265,0
100198,0
80992,0
50372,1
93403,0
116432,0
238823,0
174013,1
187443,1
133771,0
67345,0
163607,0
165704,0
237030,1
99958,1
161612,1
48151,0
236349,0
216237,0
79748,0
186128,1
103639,0
90251,1
12895,0
158701,0
98738,0
120202,0
11604,0
237681,1
228245,0
30292,1
115186,0
223916,1
111939,1
43478,0
17810,0
126601,1
63058,0
191133,0
21509,1
176841,1
175027,0
132727,0
203025,0
76463,0
155555,0
150448,0
117753,1
208525,0
10811,0
53959,1
64714,0
144976,0
114566,0
146550,0
235790,0
198020,0
206266,0
76004,0
4746,0
106113,0
109910,0
45354,1
76995,1
217363,0
173006,0
152545,0
53261,1
12208,1
111721,0
196158,1
38359,0
152896,1
84648,0
47573,0
145288,0
51218,1
75333,0
28982,1
61737,0
203720,0
40820,0
231642,1
125075,0
227321,0
115055,0
5310,0
217993,1
44138,1
83558,0
147446,0
225697,0
148153,1
7897,0
75878,1
182177,0
195244,1
120444,0
185542,1
83683,1
98933,0
69862,0
86062,0
83267,0
141323,1
79874,0
214965,0
124777,0
211545,0
13000,0
210722,0
165132,0
100273,0
126547,1
174042,0
223684,1
143697,0
147758,1
126145,1
172502,1
141334,0
125441,1
187852,0
95941,0
16410,0
8150,0
70657,0
82571,1
104915,0
168083,0
156766,1
153484,1
113314,0
221804,0
117174,0
96056,0
147043,0
180355,0
102430,0
186311,1
129352,0
105626,0
64200,1
214778,0
63630,1
224347,0
44571,1
122710,0
231791,1
225351,1
171290,0
22596,0
187147,0
157992,1
237137,0
197650,0
218894,0
94098,0
33713,1
236373,0
127127,0
41959,0
81252,0
135067,1
149714,0
226216,0
119513,0
46915,0
129257,0
133178,0
70437,1
141010,0
120471,0
35685,0
206129,1
110008,0
223848,0
116396,1
164221,0
117176,0
223403,1
111412,0
33000,0
15360,0
5115,1
95553,1
70304,0
148932,0
17446,0
87415,1
85287,0
222691,0
83285,0
156174,0
217109,1
149735,0
40989,0
236796,0
198351,0
108907,0
92444,0
28427,1
64371,0
13552,1
46842,0
34313,1
184864,1
12993,0
13709,0
238120,0
195996,1
102127,1
59470,0
2168,1
78594,1
129920,1
17329,0
25159,1
129766,1
28326,0
55189,1
25805,1
16813,0
131638,1
17180,0
96009,0
173954,0
207039,0
22931,0
76242,0
71684,0
48352,0
194407,0
17174,0
209283,1
70327,0
197720,0
225182,1
188845,0
57542,0
145085,1
220769,0
116685,0
93024,0
159814,0
812,1
66242,1
81836,0
176614,0
147531,1
71887,0
146538,0
185026,0
5545,1
118349,0
162669,1
135878,0
64913,0
180480,1
191765,0
229389,0
112008,0
187122,0
176176,0
175853,1
197106,0
113795,1
101715,0
170144,0
131559,1
51812,0
159335,1
238866,0
167734,0
208608,1
41736,1
229607,1
207011,0
185421,1
158889,1
158291,0
43092,1
87610,1
121647,1
149887,0
132554,1
1009,1
114039,1
222037,1
120135,0
48874,0
219565,0
112116,1
21252,0
154182,0
77637,0
232855,0
58089,0
8138,0
122439,0
140283,0
132919,1
218076,1
18347,1
238590,0
64803,1
159206,0
12174,0
42626,0
136684,0
140419,0
120782,1
113560,0
132119,0
53271,0
25012,0
166351,1
184958,0
101115,0
158033,0
40753,0
75736,1
135064,1
161504,1
77492,0
98739,0
215620,0
234693,1
169574,0
120522,1
197446,1
86198,0
82666,1
63476,0
166464,0
224899,1
52661,0
176583,1
180872,0
161203,0
153265,1
231466,0
117158,0
23510,1
34501,0
225817,0
103387,1
17231,0
48123,0
178695,0
48118,0
178516,0
155769,1
92344,0
129772,1
79476,1
106061,0
215228,0
195288,0
40188,0
140260,0
82902,0
204524,0
68652,0
138651,0
123880,0
76031,1
44895,0
166868,1
29102,0
106532,0
145254,0
4818,1
5123,1
116461,1
184522,1
140579,1
229878,1
195743,1
176429,1
31888,1
169831,0
237588,1
212693,0
65530,0
151085,1
25833,0
112139,1
229243,0
53889,1
97094,0
36259,0
37373,1
194379,0
207408,0
196120,0
98249,0
22280,0
40608,1
88347,0
187180,0
121905,0
17000,0
239207,0
238900,1
129743,0
73136,0
86306,1
182748,0
13945,1
165564,0
19656,1
173593,0
38971,1
50563,0
134251,0
107451,0
219804,1
46407,0
11530,0
47451,0
229940,1
93439,0
68369,0
66972,0
204941,0
209481,0
91278,0
75578,0
96385,1
199326,0
194393,1
223781,0
146526,0
137040,0
173984,0
224930,0
99185,0
106321,1
119850,1
5879,0
76020,0
127047,0
11196,0
75325,0
119723,0
145824,0
130058,1
215518,0
16689,0
98678,0
12415,1
206479,1
61029,0
3274,1
126915,0
190126,0
184694,1
7496,0
116801,1
98696,0
204119,0
119591,1
109127,0
101664,1
118233,0
33401,0
203089,0
112564,0
150229,0
207119,0
132592,0
29379,0
142125,0
215411,0
208117,0
149878,0
58113,0
231295,0
126334,0
57688,1
170710,1
184401,0
227055,1
123804,0
12393,0
79780,0
155415,1
142202,1
19561,1
61982,0
178738,0
79630,1
171518,1
22196,1
85404,1
93599,0
204459,1
94782,0
175801,0
168822,0
163929,1
138905,1
162659,0
113659,0
202482,0
186066,1
153580,0
191169,0
156994,0
98951,0
103513,1
136644,0
200901,0
211666,0
236770,0
96445,0
16751,0
103882,0
18776,0
89301,0
127407,1
12265,0
88636,1
126210,0
172929,1
30497,0
93411,1
59856,0
115356,0
112127,1
49754,0
34557,1
164610,0
34434,1
85360,0
23146,0
201939,0
107482,0
87994,0
216763,0
2569,0
227484,0
128876,1
162017,0
150176,0
131154,0
184507,1
12349,0
125808,0
222506,1
211850,0
67394,0
199834,1
126362,0
58407,0
94407,0
197688,0
184051,1
69199,0
88253,1
93865,0
96310,0
212014,1
113437,0
173198,1
166938,1
122608,0
157129,0
9492,0
149344,1
144511,1
45528,1
113146,0
205267,0
232132,0
72007,1
185971,1
188638,1
128592,1
79014,0
220533,0
84824,1
180488,0
102049,1
23137,1
204209,1
98751,0
120057,0
117492,0
198239,0
29050,0
119606,0
112115,0
183020,1
184287,0
149427,1
206426,0
65783,0
76712,0
6744,1
110107,1
44328,0
148435,1
221539,1
107124,0
201865,0
72221,0
2503,0
65245,1
49669,1
97042,0
61346,0
18054,0
76166,1
229063,1
76845,1
218253,0
47336,0
36363,0
145463,0
185157,0
43441,0
144032,0
192043,0
29042,1
188423,0
23983,1
48891,0
208550,1
105277,0
177441,0
49862,1
11434,0
145569,1
63104,0
125317,0
75532,0
172436,0
20521,0
171392,1
60521,0
168861,1
19091,0
129077,0
7018,0
161007,0
150787,0
161136,0
221645,0
183443,0
136379,0
150751,1
127590,1
190900,1
24722,0
115556,1
88463,0
103449,0
109761,0
31268,0
54222,0
23494,0
53583,1
85438,0
185154,0
55192,1
219040,0
207879,0
78702,0
23777,1
169695,1
22012,0
114571,1
172253,0
98378,0
96329,0
54480,0
65185,0
44319,1
198591,1
185215,1
195435,0
23760,0
187317,0
148031,0
81925,0
160838,0
77742,0
126783,0
230409,0
142346,0
109173,0
76116,1
154673,1
94437,0
143241,0
30283,0
34637,0
138754,0
238850,0
59142,1
116354,0
11377,1
34208,0
21888,1
216517,1
102843,0
158482,0
14797,0
169996,0
128139,1
179258,0
32360,0
149771,0
114617,0
230069,0
93192,0
69059,0
36903,0
177177,0
40621,0
82898,0
95112,0
157914,0
127744,0
50189,0
229095,0
13431,1
205858,0
100641,0
100839,0
1556,1
24618,0
125088,0
229380,0
91467,0
162413,0
26347,0
204475,1
226824,1
209244,1
54246,0
178822,0
105789,0
233833,1
54836,0
63908,0
66709,0
99596,1
19543,1
81877,1
575,1
89639,1
235557,1
40691,0
46173,0
56006,1
234409,0
159561,1
145629,0
67010,0
173412,1
188056,0
167699,0
184994,0
82276,0
101912,0
195890,1
70223,1
72504,0
81254,1
186623,0
238157,0
126729,0
9533,1
199417,0
135194,1
211968,0
199481,0
52002,0
213333,1
29829,0
114064,0
7347,0
213550,0
56392,0
53296,1
150500,1
108738,0
108425,1
198241,0
3011,0
486,1
219493,0
195859,0
7797,0
142892,0
103676,1
88357,0
215027,1
102801,0
215765,1
94819,0
221069,1
103788,0
70386,1
137953,0
31033,0
30823,1
152144,0
93691,0
126918,1
134519,1
221198,0
117788,0
74534,0
163161,0
78470,0
221331,1
26225,0
178982,1
230878,0
251,1
181254,0
106226,0
86464,0
30695,0
193651,0
95155,0
184402,1
121081,0
141408,0
164042,0
81022,0
56994,0
83576,0
61465,1
69931,0
232287,0
193951,1
206899,0
113507,0
107506,0
182992,0
103840,0
138020,0
122223,1
83751,0
113723,0
62445,0
44022,0
166582,0
161025,0
167465,0
129700,0
234764,0
199179,1
64737,1
185460,0
61809,1
892,1
65948,0
192351,0
142667,0
172295,0
86765,0
171124,1
57012,0
55760,0
84275,0
96873,0
140449,1
148075,0
198211,0
10816,1
237868,0
65196,0
92252,1
89608,0
201005,0
192053,0
158267,0
142038,1
57317,0
194405,1
59993,0
120774,0
174741,1
113919,0
173586,1
142905,0
81035,0
91986,0
4622,0
103407,1
42104,0
14082,0
232414,1
56132,0
40189,0
85853,0
77702,1
49877,1
5993,0
20849,1
85332,0
148159,0
58677,0
140737,0
88454,0
3180,0
43065,0
147802,1
154946,0
204250,1
177587,1
236404,0
115194,0
78491,0
103410,0
188598,0
5121,0
61733,1
91271,0
181030,0
144974,0
34797,0
126643,0
53239,0
151738,1
48140,1
144060,0
194847,1
102878,0
5178,0
28853,0
176784,0
61840,0
194251,0
31187,0
133891,1
177624,1
2518,0
88879,1
200791,1
35076,0
49676,0
53528,0
182344,1
89785,0
936,0
206788,1
219283,1
93001,0
197957,0
35759,0
132506,0
5414,0
172415,0
112113,0
173164,1
22961,0
179166,1
70845,0
90321,0
210375,1
158903,0
197080,0
167413,0
162382,0
173538,0
151418,0
160852,0
183965,0
209616,0
192159,0
109849,1
19224,0
221954,1
114680,0
198499,0
86620,0
147744,0
77384,1
129819,0
163140,1
189475,1
198627,1
164836,0
217985,0
191415,0
227275,1
147736,0
124171,1
58323,0
213443,0
196555,0
212380,1
36074,1
158423,0
237384,1
16758,0
196644,1
36349,0
59332,1
103645,1
174891,0
221640,0
192758,1
123153,0
212003,1
4194,0
27021,1
217655,0
225490,0
125632,1
219585,0
142377,1
66675,1
144080,0
170741,0
41281,0
37136,0
143139,0
175358,0
2285,0
236276,0
15628,1
179938,0
169218,0
115947,1
7199,0
154693,0
200255,0
60011,0
237987,0
207546,0
140344,1
87494,0
123317,1
97215,0
17929,0
182788,1
6300,0
183113,0
78855,0
40297,0
233823,0
98233,0
26485,0
209987,0
193063,0
107992,0
144119,1
192969,1
203435,0
177098,0
81234,0
195445,0
179369,1
220844,0
121151,0
14185,0
214063,0
235231,1
33171,1
229620,1
116376,1
205692,1
61844,0
105172,1
47076,0
94016,0
192617,0
15595,0
150971,0
217825,0
77108,0
225627,0
95356,0
29164,0
19564,1
28553,0
125299,0
17627,1
156832,0
99795,1
80473,1
215119,1
224441,0
68386,0
132365,0
96802,1
239028,0
232468,0
189972,0
43367,0
161955,0
75870,0
197642,0
844,0
188113,0
31841,1
222573,1
36219,0
159612,1
130695,0
91400,0
124452,0
39125,1
2099,0
114472,0
142641,0
27312,1
44069,0
76022,0
230317,1
162423,0
63926,0
216879,1
189970,0
238486,0
48629,1
99772,1
138870,0
198476,0
176056,0
62189,0
61475,1
204132,1
226778,1
291,0
156466,0
56552,0
161196,0
42864,0
173998,0
220877,0
90658,0
33599,0
148752,1
30986,1
78116,1
216170,0
65633,0
200785,0
120138,1
86394,0
7396,1
77496,0
163291,1
200665,0
122707,1
215948,0
48772,0
160822,0
130687,0
62810,0
128776,0
216927,1
159689,0
189382,0
70763,1
75197,0
58304,0
184941,0
115876,0
213489,1
79927,0
184422,1
197030,0
131066,0
159128,0
131283,0
231024,1
100673,0
5268,0
53451,0
51104,0
146787,0
176981,0
5867,1
95313,0
227697,0
63823,0
192976,1
41164,0
224520,0
216298,0
18063,0
92572,0
209631,0
232672,1
146112,0
95081,0
186124,1
33049,0
149118,1
181014,1
172639,0
38275,0
121709,1
113193,0
191128,0
211478,0
61487,0
35684,0
70571,1
89672,0
122425,0
15026,0
71396,0
83799,0
62474,0
156784,1
102609,0
216956,0
78892,0
98897,0
156648,0
39599,0
39969,1
225190,0
67104,0
179587,0
7142,0
181046,0
59943,1
34767,1
54976,1
100863,1
3986,0
54648,0
192944,1
90530,0
49705,0
157145,0
126415,1
144693,0
212326,0
112278,0
150613,0
226350,0
229811,0
127276,0
88397,1
127522,0
181922,0
111554,0
107239,1
115868,1
225275,0
86550,0
180083,0
3706,0
132120,1
198345,0
211278,0
76208,0
207557,0
86699,0
88404,0
154273,0
110688,0
110060,1
127471,0
207022,0
208704,0
151606,0
121052,1
8489,0
58891,1
17288,0
27515,0
71486,0
52237,0
112948,0
217503,1
30208,0
188606,0
130498,1
48592,0
1242,0
201437,0
141431,1
74028,0
199982,0
61845,0
218628,1
27663,0
235502,0
222214,1
66282,1
69190,0
67159,0
151028,0
209996,0
97764,0
201878,0
122591,0
205558,0
103001,1
69843,1
124202,0
29762,1
141295,0
138647,0
56705,0
117828,1
104706,0
110526,0
38413,0
135003,1
25473,0
61954,0
145419,1
81822,0
221691,0
108251,1
46137,0
133157,0
154298,1
201885,0
167943,0
140427,0
206804,0
36913,0
186375,0
88592,0
70043,0
208989,0
221445,0
163095,1
143814,1
168567,1
62887,0
107930,0
182725,0
208055,0
197743,1
47303,1
57307,1
90531,0
231319,1
98756,0
181609,1
26893,1
228797,0
204178,0
134591,0
224596,1
92225,0
82214,0
196993,1
171423,1
154314,0
196768,0
190687,1
185349,0
33385,0
139378,0
136226,0
11339,1
34890,1
173803,0
209177,1
138534,0
40204,1
193029,1
216282,0
192606,0
34831,0
186731,0
101949,0
18318,0
188430,0
163585,0
77411,1
22114,0
183223,1
24117,0
224190,0
141606,0
79333,0
117636,0
159797,1
11666,0
67459,1
134201,0
149483,0
107160,1
110200,0
189370,0
62604,0
79961,0
159144,1
20730,0
105101,0
216975,0
188355,0
36215,0
18688,0
93473,0
83879,0
239354,0
178106,0
123849,1
64650,0
229443,0
106907,0
9256,1
180425,1
111863,0
127827,1
154845,1
92101,0
207880,0
163186,1
52433,0
214524,0
122283,0
121319,0
101140,0
133519,0
228953,1
3865,0
92441,0
119771,0
51939,0
146763,0
200879,1
214572,1
222474,0
28278,0
140006,0
117664,0
173168,1
175752,1
159472,1
78372,1
172951,0
95348,1
102354,0
16881,1
22103,1
9229,0
105933,0
198111,1
77713,0
209930,0
161183,0
84624,0
170103,0
129133,0
194305,0
29818,0
181651,0
119210,1
212817,0
72281,1
14421,0
121764,1
98827,0
168608,1
25919,0
143866,1
181656,1
147214,0
18231,1
125495,0
54169,0
127591,0
186592,1
105123,0
70177,1
34513,0
61154,0
64340,1
43085,0
171560,0
19126,0
81975,0
166821,0
132657,1
160809,1
68175,0
119716,0
138495,1
208273,0
184145,1
175889,0
195175,0
163389,1
120579,0
86000,0
167083,1
122751,0
149680,0
43484,0
119315,1
226727,0
139561,0
127088,1
238945,0
85219,0
125903,0
35084,0
56298,0
82331,1
181191,1
62204,1
170195,0
227126,1
192009,0
118212,0
63189,0
212364,0
6131,0
166461,0
164127,0
200136,0
24700,1
157407,0
67354,1
7890,0
113089,0
216776,0
57822,0
138480,0
61587,1
58230,1
62328,0
89383,0
225819,0
82514,1
131237,0
192588,0
120200,0
56177,0
218580,0
132043,1
123269,1
55591,0
92616,1
171473,0
237836,0
19602,0
45569,0
49258,0
97944,0
130295,0
2496,0
8295,0
75574,1
210860,0
134262,0
25883,0
167530,0
139253,0
207147,1
21927,0
117421,0
135236,1
191931,1
202899,1
133117,0
163492,1
197179,0
48948,0
222022,0
83446,0
226818,0
28632,0
182980,0
83472,0
62238,0
24643,0
63305,0
37646,1
69464,0
152006,1
168467,0
201993,0
172258,1
205993,0
209306,1
100597,0
128543,0
31949,0
12468,0
70865,1
158928,1
38827,0
177680,0
158144,0
5359,0
176819,0
132154,0
173756,0
56976,0
145856,0
20357,0
204152,0
223935,0
81540,0
62990,1
39123,0
93859,0
164658,0
52925,0
180435,1
42376,0
234613,0
163822,1
44632,0
175452,0
67399,1
189461,0
202908,0
122383,0
89897,0
84766,1
92630,1
80735,0
237226,1
168054,0
236760,0
39843,0
144363,0
141729,0
216430,0
79451,0
140138,0
159621,0
107951,1
200689,1
128616,0
23611,0
67543,0
71335,0
66654,1
205398,1
111685,0
18610,0
63935,0
98162,0
179138,1
108148,1
194913,0
226681,0
63071,0
103849,0
58368,0
10554,1
146568,1
115934,1
79478,1
51912,0
45183,0
135946,1
134038,1
219578,1
159698,0
117175,0
12866,0
68261,1
127506,0
232257,1
24164,0
201086,0
60348,0
12300,0
114460,0
123676,0
50254,1
171816,0
98192,1
90969,0
217528,1
98057,0
229763,0
125514,1
218444,0
200683,0
192954,0
154446,0
50064,1
108083,0
204437,1
235403,0
28110,1
114429,0
69619,1
155830,0
107246,0
58955,1
74355,0
222088,0
55520,0
4323,0
212602,1
216625,1
10611,1
170709,1
97087,1
169356,0
13605,0
178888,1
151226,0
218166,1
176338,0
12696,0
36515,1
26692,1
183596,0
55863,0
201983,0
106224,0
212882,0
156484,0
189127,0
75889,0
44913,1
88082,0
230450,0
140702,1
85755,0
53624,0
73704,0
207324,0
216439,0
161142,0
191532,0
69055,0
1567,0
136434,1
188247,1
224526,1
37962,0
163725,0
192287,1
146147,1
158431,1
47802,0
72458,1
63962,1
186426,0
39925,0
52649,1
123819,0
164852,0
41616,0
182653,1
203974,0
195578,0
39150,0
219484,1
165994,0
83712,0
228622,0
6009,1
71740,0
144031,1
21547,1
70478,0
74067,0
207647,0
11141,0
167053,0
218945,1
166609,0
223125,1
80931,0
81615,0
235324,1
225895,0
163566,1
83476,0
93193,1
197490,1
162764,0
87011,0
159017,1
111336,0
135626,0
103596,1
89123,0
80027,0
2300,0
44452,0
75501,0
98498,1
181962,1
147464,0
216657,0
19852,1
199593,0
166760,0
72151,0
174116,1
61136,0
175917,0
87318,0
192497,0
114035,0
130183,0
66243,0
236542,1
134932,0
228535,0
126125,1
158505,0
53064,0
18404,0
144037,0
87998,1
132962,0
35882,0
67313,0
37944,0
168796,0
236660,1
123096,1
175831,1
61749,0
72366,0
25204,0
41799,0
5559,1
160747,0
183567,0
63535,1
211349,0
10672,1
229264,0
75762,0
70947,1
97902,1
48093,0
42853,0
96220,1
98188,1
187008,0
170132,1
67642,1
141076,0
231702,1
7401,0
122307,0
101897,0
30442,0
224353,0
233695,1
142003,0
7554,1
73832,0
158017,0
102793,1
72447,0
35003,1
4964,1
76385,0
146615,0
200364,0
148807,1
70361,1
96176,1
29396,0
66212,1
20376,0
21083,1
220784,1
16397,0
69467,1
9460,0
47936,1
226286,0
66042,1
106062,0
192475,1
142823,1
34962,1
126673,0
91075,0
187283,0
35912,0
39633,0
88512,0
159614,0
22646,0
43740,1
6619,0
150310,0
17321,0
144651,0
177937,0
108275,1
81826,0
79666,0
179420,1
65715,1
28719,1
170662,1
192594,1
26810,0
44129,1
112935,0
92911,0
222209,0
18292,0
140574,0
116205,0
107579,0
186350,0
126311,0
30893,0
68154,0
18206,0
108716,1
209865,1
53483,0
238626,0
219600,1
146010,0
11371,0
113551,0
232660,0
100533,0
53977,1
14677,0
122677,1
80643,0
188605,0
65707,1
119676,1
153466,0
155057,1
195765,1
64454,0
200621,0
21749,0
180379,0
100653,0
208947,1
75414,0
179607,0
50470,0
224030,0
6117,0
25291,0
63705,0
16225,1
136901,0
232345,0
170455,1
198214,1
105328,0
190927,0
215637,1
72905,0
212228,0
238443,0
130093,0
73550,0
4553,1
195148,0
30185,0
194812,0
4239,1
223391,0
145981,0
232030,0
25440,1
227705,0
211321,1
176892,1
238393,1
174965,1
33917,0
163090,0
163113,1
65686,0
118749,0
41814,0
63685,1
15894,1
144320,0
183585,0
45732,0
55184,0
10685,1
74571,0
167269,1
65262,0
133373,0
216422,0
23716,0
222715,0
215905,0
56175,1
109172,1
154915,0
79377,0
230769,1
36135,0
19655,0
203597,1
46464,1
4660,0
122269,1
174029,0
58758,0
58028,0
182384,0
106287,0
91360,0
232769,0
223333,0
101013,0
130455,0
53924,1
191609,1
175112,0
80843,0
139466,0
217822,1
206065,1
190504,1
60325,1
140484,1
190113,0
7171,0
162648,0
37129,0
16188,0
78011,0
149482,1
102964,0
9589,0
220001,0
195196,0
131659,0
91653,0
170855,0
211337,1
237222,0
221964,0
138097,1
158016,1
165261,0
790,0
232746,0
126122,1
168845,0
31642,1
168547,1
104022,0
28301,0
20454,0
25658,0
52597,1
128956,0
168123,0
87975,0
12837,0
113623,1
109033,1
16878,0
69954,1
103398,0
26565,0
131260,0
116809,0
164900,1
134037,1
129525,1
171601,0
183711,0
77018,1
210675,0
69242,1
236736,1
52863,0
23827,0
97022,0
101809,0
145574,0
103948,0
162151,0
106635,1
62343,0
9383,0
4687,0
7288,0
205581,1
117308,1
145293,0
162506,1
221507,0
216048,0
32427,0
257,1
183021,0
48567,0
216801,0
82798,0
101749,0
148594,1
159663,0
221130,1
100399,1
7574,1
90659,0
91309,0
177823,0
83607,0
34518,1
55770,0
187474,1
234607,0
97825,0
175227,0
141538,0
105595,1
142191,1
26910,0
50043,0
121903,0
133731,1
31854,0
67957,1
200016,1
116422,0
163817,1
160735,0
183635,0
85578,0
45416,0
67056,0
29756,0
111045,1
178998,1
203319,0
75343,0
98657,0
45445,0
229193,0
146205,0
193080,0
59309,0
117680,1
50277,0
20468,0
99385,1
175535,0
193609,0
234641,1
129946,1
126021,1
85576,1
120107,1
228713,0
154194,0
99109,1
157994,0
139674,0
21043,1
124552,0
175002,1
1361,0
152136,0
130960,0
56500,0
92494,0
110170,0
152663,0
31351,0
218372,0
196005,0
209500,0
121969,0
71592,0
14573,1
139406,1
90159,0
65502,0
65086,0
49021,0
158375,0
193721,0
164557,1
57838,0
182552,0
73302,0
84865,0
237894,1
151429,0
199958,0
52869,0
90488,0
174072,0
2820,0
169969,0
192344,1
122996,0
209154,0
36072,0
92514,0
237021,1
181966,1
184463,1
233550,0
177693,0
33581,1
207622,0
30959,1
132759,0
198967,0
89290,0
23285,0
201242,0
208360,1
113637,1
47691,0
201683,0
100021,0
229178,0
105607,1
22672,0
191359,0
221376,0
191350,0
1751,0
42502,0
168997,1
102099,0
119116,1
167346,0
39939,0
157360,0
70708,0
22286,1
190276,0
177669,1
85681,0
165274,0
16509,0
216335,0
64176,0
86325,0
84832,0
108604,0
196727,1
27157,0
144864,1
52010,0
75198,1
89974,0
219768,1
54711,0
58680,1
95782,0
47615,1
19596,1
11386,0
81606,1
198893,1
33959,1
190165,1
79636,1
18684,0
23060,0
171428,1
194707,1
132213,0
6136,0
238138,0
162375,0
200030,0
193663,1
24427,0
116790,0
109653,0
158040,1
123511,0
236026,1
37907,0
419,1
122274,1
23464,0
68809,1
230569,0
13460,0
98588,1
135612,0
147852,0
19213,1
21453,1
116158,0
136161,0
98932,0
216492,1
24537,0
227674,0
229295,0
60528,0
24928,1
53796,0
193336,0
29017,0
141769,0
22963,0
164979,0
228809,0
88307,1
95534,0
123432,0
33282,0
123939,0
134543,0
140965,0
158189,1
188400,1
183440,0
61200,0
206897,0
200450,1
171550,0
94227,1
109085,0
177282,0
162601,1
85936,1
210255,0
167539,1
143198,0
33285,0
198203,1
172159,0
190466,0
147530,0
115645,0
5051,1
166662,0
159940,0
104032,0
123202,1
69905,0
150169,0
12179,1
144366,0
948,0
160618,0
37152,1
147104,0
188684,1
112774,1
204394,0
204499,1
112629,1
231048,0
223961,1
188857,0
59867,1
2218,0
149150,0
50501,1
17314,1
165007,0
105294,0
73696,0
238777,0
146120,0
1589,0
40008,0
151203,0
184541,1
58530,0
203572,0
60328,0
100929,0
104070,0
155924,0
92180,1
27906,0
9053,1
153733,0
91875,0
54342,1
196812,0
57234,0
223701,1
172459,1
64869,0
96550,0
227435,0
200742,0
168552,1
21225,0
51289,0
198706,1
144561,0
11722,0
112681,0
95033,1
102541,0
161346,0
19946,0
41396,0
165922,1
16855,0
144160,1
34325,0
96590,1
155976,0
47830,0
114265,1
21107,1
136821,0
117671,0
109551,0
232068,0
1393,0
170850,0
141394,0
4308,0
51127,1
233677,0
66721,1
112416,0
79847,0
57706,0
183116,0
209800,1
50176,0
14459,0
152642,1
42275,0
151584,0
53066,1
7832,1
82936,0
112138,0
230064,1
146060,0
215797,0
147440,1
69977,0
176470,0
82882,0
160864,0
95815,0
59513,0
97583,1
199518,0
182672,0
158226,0
8471,0
102308,0
139717,0
83268,0
216864,1
133887,0
137870,0
165361,0
76125,0
131169,1
7316,1
173949,0
82328,0
25217,0
180472,1
196102,1
233838,0
187789,0
45791,0
185202,0
152499,0
95376,1
40331,1
77517,0
215785,0
27820,0
211486,1
43461,0
235673,0
88143,1
190230,0
52344,0
134750,0
185830,0
213881,1
84491,0
38643,0
3533,0
206715,0
37520,0
225887,1
65660,0
104155,0
214453,1
102503,0
89655,0
166722,0
52946,0
193083,0
224734,0
18695,0
5183,1
138531,1
80265,0
15553,1
3026,0
215069,0
126822,0
24962,0
146194,0
173351,0
118044,0
226621,0
181767,0
231617,0
173601,0
25666,0
52818,0
40671,0
62083,0
179479,0
123871,0
15152,0
153764,1
130950,0
234468,0
20490,0
135524,1
158366,0
166746,1
215452,0
32898,0
47990,0
180815,0
